user_location,text,label
Philippines,"Due to habagat, cloudy skies with scattered rains and thunderstorms will prevail over the rest of Luzon and Visayas, Zamboanga Peninsula, Dinagat Islands, and Surigao del Norte. (3/4)",1
,RT @Trav13369: @Power_midget aw hail naw! LOL,0
"Camp Aguinaldo, Quezon City","WEATHER UPDATE | 24-HOUR PUBLIC WEATHER FORECAST Issued at 4:00 AM, 13 June 2025 SYNOPSIS: Southwest Monsoon affecting the western section of Northern Luzon. Forecast Weather Conditions Area: Batanes Weather Condition: Cloudy skies with scattered rains and thunderstorms Caused https://t.co/LfY3wjqfCA",1
,@cloudy_day100 @minyzeeel Dibaaaa kunwari pa tong si Bossing e hahahah! MIKBRENT WONT BREKAHEART MIKBRENT WONT BREKAHEART,0
,@BS__unfiltered @GSwami0011 @RahulGu04197245 @LegendDeols @SDchaudhary03 @manoj_mba @MeraTimeAayega @Kisan99827701 @Pankajjat713 @parththakkar99 @r6607794 @AamirsDevotee @Fact_reality__ maya ma'am saab me g##$d dikhane wala 🤣🤣🤣 Hakla ka g$#$d shayad YC ko psnd agya hoga 🤣🤣🤣 Film ka promotion sunnyn ke name pe opening sunny ke name pe 🤣 or single screen me chali sunny ke name pe or credit lene chale aye hakle fans🤣 jiska g##$d sunny ne tod diya tha https://t.co/h5gYJAunmL,0
Japan Nagoya,RT @miyano_masanori: Some people expect that the hydrogen bomb that the US lost its plane off the coast of the Philippines in July 2025 wil…,0
Cagayan De Oro City,"grabe namaning weather — pang cuddle man jud, asa naman beh #altercdo",1
,RT @queenawrah8080: GWAPONG STRAIGHT CHINITO NA SHS ANG NAG CHAT SA AKIN🥰 SYA LANG DAW MAG ISA SA KANYANG BH KAYA PINUNTAHAN KO SYA ❤️ SUPE…,0
,RT @__taytay03: kamustahin niyo si Fabio Menta kase rank5 lang daw ALAS PH sa forecast nya hahhhah https://t.co/b7kz5VYwRE,0
"Manila, Philippines","JUST IN: Niyanig ng 4.0 magnitude na lindol ang bahagi ng General Luna, Surigao del Norte kaninang 4:08 ng hapon ayon sa @phivolcs_dost | DZRH News https://t.co/lDaNG2rkpQ",1
Siberia,@terakyalenadena Lol bro aisa climate b chahiye,0
,Why is Philippines so ma init? Mura kog gina oven biskan gabi na😭,1
,"talagang bawing bawi ying ilang taon na tagtuyot ngayon, we are getting served #TheExMorningEP4 https://t.co/ymuAeD8wJE",0
,RT @bellakayodyan: kahit nga nung kick-off sa bulacan maulan ‘yon before the d-day. whole day din dapat uulan nung day 1. chineck namin wea…,0
,"""As a meteorologist, vince question ay pwedeng magdala ng thunder ng pangba-blame at ulan ng guilt-tripping. Magdala po ng payong ng pasensya at kapote ng kapal ng mukha, baka maambunan kayo ng karma""",0
"Lungsod ng Iloilo, Rehiyon ng",parang may pinag hahandaang bagyo HAHAHAHAHAHH,1
Thailand,"RT @RaPhy2467: Kay Yoko, mapayapa ang kapaligiran. Wala na ako balita dun sa isa. Wag nyo na ako balitaan, pls. VLOG CUTIE WITH YOKO #Yok…",0
,RT @markkenet: Palabas na ako ng biglang bumuhos ulan. Ano ba lalabas o magpapalabas. 🤣💦 #joyrider #imus #dasma #gentri https://t.co/3X3ES…,1
,Graving ka init na man.. asa ta pwdi magpa bugnaw #CDO https://t.co/BzBVZ4lzQF,1
🇵🇭||’02,"RT @KH1000LE_PH: TDS1: Noong panahon namin, 22 lang kami… 😮‍💨 TDS2: Sorry heart 😔😢😭😵💔❤️‍🩹 TDS3: Umiilaw ang bata namin 😎💡 MANILA WANTS THE…",0
"Manila, Philippines",The Metro Manila Development Authority (MMDA) undertook preemptive anti-flood measures in partnership with local government units across the National Capital Region amid the rainy season Continue reading: https://t.co/BnQLNF5Ccl https://t.co/G9vti6tyJn,1
"Quezon City, Philippines 1101",BULKANG TAAL Buod ng 24 oras na pagmamanman 16 Hunyo 2025 alas-12 ng umaga #TaalVolcano Filipino: https://t.co/wNKsbVj6Nr English: https://t.co/LcQaGA2JxP Volcano: Taal Alert Level: 1 Status Alert Level: Bahagyang aktibidad Volcanic Earthquake: 0 volcanic earthquakes https://t.co/aC2frYmygc,1
,Check out [COD] 600ML/800ML/1000ML Tumbler Hot And Cold 304 StainlessTumbler with Spout Lid Thermal Flask for ₱128 - ₱377. Get it on Shopee now! https://t.co/E5X1I5sHqM https://t.co/CRKJ9rro1G,0
Fora da casa,@Yuna_Lightning Hahahahhahahaha,0
,"sarap ng tulog ko, kahit umuulan, lalo tuloy nakakarelax 😴",0
India,"𝗕𝗔𝗚𝗢𝗡𝗚 𝗟𝗣𝗔 𝗦𝗔 𝗦𝗜𝗟𝗔𝗡𝗚𝗔𝗡 𝗡𝗚 𝗟𝗨𝗭𝗢𝗡, 𝗣𝗢𝗦𝗜𝗕𝗟𝗘𝗡𝗚 𝗠𝗔𝗚𝗜𝗡𝗚 𝗕𝗔𝗚𝗬𝗢 Ang panibagong nabuong Low Pressure Area (#LPA) sa silangan ng Central Luzon ay posibleng maging bagyo habang kumikilos pahilaga. Ganunpaman, mas #habagat ang patuloy na https://t.co/kJZVdog9P3",1
‘05 | she/her | ot8 | +63,moots do it name: ig moots exclusive height: 5’3 star sign: Gemini nickname: naj (here lang sa twt) siblings: 2 relationship status: single crushing on: yung chinito dyan fav season: basta malamig pets: 0 fav color: purple living in: nacalub ph https://t.co/t9AYztkUEd,0
Україна 🇺🇦,RT @marewany82: ⛰️ Kurdstan Nature 🌳 https://t.co/fpV0PhTJaU,0
"luzon, philippines ","Limang bahay ang tuluyang nawasak ng Habagat sa baybayin ng Barangay Castañas, Sariaya, Quezon. (📸: Kasama ng Kalikasan) @gmanewsbreaking @gmanews @dzbb https://t.co/zx68I7kumS",1
,wala talaga si alikabok pag mga tanungan hahahah natatawa na lang ako,0
"Ilocos Region, Republic of the",Ganda ng weather kanina medyo foggy✨ #baguio https://t.co/WJeuhCSzn9,1
wherever you are,"@HumaNawazCh14 As of June 10, 2025, monsoon winds are advancing northward, likely bringing rains to southern India, including Kerala, and northern ASEAN regions like the Philippines and Vietnam. Recent updates suggest active monsoon conditions in these areas, with above-normal rainfall",1
"Davao City, Davao Region",Sige uwan manila huhuhu,1
,Ulan-ulan lami mag?,0
,meow meow meow man ang uwan 🥲 kanang nisayo pa ko ug mata para dili na ko ma-late niya gibati ug kaanyag pud ang uwan hahahaha maypa wala nag effort!,1
,"@menyerut mauu, tolong cloudy 65",0
Rajshahi,"Calculating the energy input and carbon emission of chili production in Zamboanga City, Philippines : https://t.co/Pc9aMtJ8b7",1
Hidimba,@AskPerplexity exactly how many trees have been cut and felled in delhi ncr in the last 3 decades? https://t.co/ON852lVtAI,1
,@lsdjun @rise_chain @rise_ecosystem @hai_rise @sam_battenally @0xsashamai @balaram0x @denji721 Tnx bro 🍓,0
infj,@just_svtph @kyeomssy @pledis_17 Mission 2 Entry #2 @kyeomssy Philippines #BURSTDAY_GIVEAWAY #SVT_THUNDER #SEVENTEEN @pledis_17 https://t.co/ni5uOX9Php,0
Republic of the Philippines,lakas ng kulog at kidlat grabehan,1
,Mao nang reason ngnong d kaau ko gsto ug bugnaw sakong palibot,1
,Humanitarian assistance for Mt. Kanlaon eruption victims exceeds PHP 185 Million https://t.co/dLXJ124Vfr,1
,"#BREAKING - The JTWC has upgraded #92W into Tropical Depression #01W, and is expected to continue intensifying as it moves towards #Hainan. Although far from the #Philippines, it's likely to influence the monsoon and bring heavy rain towards the country. https://t.co/SwkBzDLeAE",1
,@MrSinha_ 12 saal se ecosystem nahi bana pa rahe?,0
,@hello_caramello Pati temperature?? Hahaha grabe magkaibang lugar yarn?? 😂😂 sobrang hasa pala ang marines sa windy conditions 😆 baka sila naman yung naweweirduhan kapag walang hangin sa domes chz,0
rant,The issue: Tidal flood in Pekalongan https://t.co/oLF0kpj92f https://t.co/hz1cj9c02p,1
Saturn 🪐,"@praveenkumar677 @IndianTechGuide I guess you are not understanding what I am saying! Please explain to me if that theme park opens up in Delhi, how can It increase the pollution level? And by your logic, Delhi NCR should be abandoned and everyone should have vacated.",0
Bharat,"Rain likely at some places Philippines (Manila),Taiwan, China(Hainan), Vietnam(Da Nang),Cambodia, A&amp;N(Sri Vijaya Puran),Lakshdweep, Kerala (Kochi, Kozhikode),Karnataka(Kochi, Kozhikode),Goa,Coastal MS(Ratnagiri, Kolhapur,Mumbai) Light clouds at some places USA(Rapid City), Japan https://t.co/Wr8HPiZqDb",1
640 San Isidro Barangay Rd,"Japan prioritized regional stability and economic gains over ideological stands. U.S. Influence As a key U.S. ally, Japan aligned with Washington Cold War posture in Southeast Asia. Economic Dependence The Philippines was a key market for Japanese goods and investments.",0
Edinburgh Scotland,"an hour ago #earthquake 4.4 has hit Kalat District (BA), Pakistan, 10.0km, 19:12 BST (USGS ) https://t.co/KU7344oGUH https://t.co/Hx1PKIckD2",1
Quezon City,"About 1,574 internally displaced persons (IDPs) affected by the eruption of Mt. Kanlaon have vacated evacuation centers in various public schools in two local government units (LGUs) in Negros Occidental ahead of the opening of classes on June 16. https://t.co/SMOW0F4o4y",1
,"Pag pasok palang nila Yung gloomy aura nila biglang nawala Ng Makita nila ang MILI, and that Hugs from mili Kay az and river THEY REALLY NEED THAT💙🙏🌷 https://t.co/1GLsPcGj2x",0
Republic of the Philippines,ate araw araw ko na kinikwestyon sarili ko! kung babae pa na ako o babae na gusto ko! MIKHA LIIIIMMM!!!! 😭🥵 https://t.co/mbLBH8uEIq,0
"Calabarzon, Republic of the Ph","RT @kylievers: “May maganda pa rin pala sa mundo.” ~ @kylienicolep yes ate, meron. ikaw yon, ikaw ang nagbigay buhay kay amihan at nagbig…",0
India,RT @RWFC_ND: 15/06/2025: 03:30 IST; Moderate to heavy rainfall accompanied with moderate thunderstorm and lightning (40-60 Km/h gusty winds…,1
my own chaotic world,"gagi i just realized ang tp ko tomorrow is tatlo.. for amihan, tenarena, and for veshdita... hirap maging multistan T^T",0
Not in the UK anymore,"@AvonandsomerRob Get some corkers here in the Philippines. It’s typhoon season now. I’ve had a 5.1 earthquake just 20 miles away to the epicentre on May 27th that made the building sway slightly and yes I felt it, storms here most nights, but not witnessed a typhoon yet.",1
Bharat,"Thunderstorm development observed over few places of Haryana, West UP very close to Delhi NCR. Monsoon rain just few days away. Significant reduction of temperature expected in coming days. https://t.co/nWOUukhD3v",1
Philippines,"The Intertropical Convergence Zone (ITCZ) will continue to bring cloudy skies with scattered rains and thunderstorms to Mindanao and Eastern Visayas, PAGASA said in its Saturday afternoon weather forecast. Partly cloudy to cloudy skies with isolated rain showers or https://t.co/2QlZ4oRLkd",1
,RT @DeniaFitri27: Pisang ambon https://t.co/UgMQAUDGgQ,0
23 s/her rps nsfw,@ashironupi smoking in manila to cancel out the pollution #hacks,1
"Cebu City, Philippines",VAMOS: Congratulations to the USC Warriors Arena Golden Sugar for emerging as the DOTA 2 Champions in the Alliance Games Central Visayas Season 5 Regional Finals held at CIT-U LRAC! https://t.co/IGCk2TSlmK,0
,bagyo na ata to or if ever na meron man,1
,RT @SileterNSFW: Yi-Xuan 🐦‍⬛ and Wise 📱 1 Models Yi-Xuan: @WaffleNSFW Mode Wise: @DaB_neko VA Pack: @geministarsign1 SFX Pack: @OpenNSFWSP…,0
,init ah,1
BLR,"Bangalore weather yeh, bangalore weather woh, arey bangalore weather kapde sukhaane hai, thodi toh dhoop de do! 😅",0
she!her.,e naparusahan na nga sya for that tehhhh 😭 kaya nga mas masakit ‘yun sa part niya kasi naopen na naman kahit na literal na binilad sya sa araw UNDER A 40 HEAT INDEX https://t.co/TKZ1LrgM1t,1
,RT @peesawyerr: rain: ang world niya po is na kay rain lang she looks so proud lmao https://t.co/r8WwuAZXhI,0
"Makati City, NCR, PH","RT @homopolitiko: These world leaders have long inflicted significant harm not only on their own people but also on other, often smaller or…",0
,RT @haneulzet: tinging kay lambing bago ang sakuna AHAHAHOF VARIETY #haneulz #hanjay @AHOF_official #AHOF #아홉 #JL #제이엘 #HAN #박한 #AHOF_FAVe…,0
,@gellll_c Grabe Ang Earl mo te HAHAHAHA #YbraAmihanHanggangWakas IVO LIVE AMIHAN,0
Republic of the Philippines,"There is always room for diplomacy and cooperation between the Philippines and China. In fact, the two nations can work together in many areas such as climate change, renewable energy, and infrastructure, but Beijing needs to show sincerity and reciprocity.",0
"Naples, Italy.",@PH_Distortion Fugo I need a smoke pallet from haze.,1
she/her,RT @baekhyunie_pau: @exomarketph ꒰wts lfb exo ph꒱ #pau_sells EXO - 2022 Season’s Greetings Photo Pack (xiumin / sehun ver) sealed ╰ ₱550…,0
Republic of the Philippines,"Low pressure area sa bahagi ng Northern Luzon, isa nang ganap na bagyo at tinawag na Bagyong Auring #SuperBalitaSaGabi",1
USA,"@DeaMille17 Researched:. “apply lime (calcium carbonate) which will react in the soil increasing the pH &amp; neutralizing the aluminum.” Alpine Pennycress, Noccaea caerulescenscan absorb heavy metals from the environment. Scirpus grossus &amp; Typha angustifoliacan be used as remediating agents.",0
,matutulog nanaman ako ng busog dahil sau bebe qho hAYSS GRABE ANG PAG BAHA NG MESSAGES MO https://t.co/QHdzVcnB29,0
,been craving for sinigang na baboy so nagluto na lang at pasok din sa rainy weather!! 🍲,1
8ini + BP,tyL at sa office ako nag stay kasi putangina apaka init sa pinas 😭,1
"Nouméa, New Caledonia","ird2025lnvsqj Mindanao, Philippines mb 5.0 2025/06/13 08:13:24 - For updates, please see https://t.co/PXHJNKbjAg @EarthquakesGA @GeoscienceAus #earthquake #seisme #sismo https://t.co/ZD25FK4pv3",1
,@RealChiefPriest Boss i hail oo 'Xnow Sarah',0
"Riga, Latvia",@sol_promise @Dontbelike_folu @TheSparkyAce @Alexben113 @Pathezy @jessimckingpin @spidaaaa_ @dany_balz @999swaggo @Leooooking75 @sol_Timiii Omo @sol_promise na you be idan gan gan omo I hail oo,0
,"@michellemdee May hangout pala si Cassandra, Mitena, at Amihan",0
Earth🌍,Kalami lupad nali uwan lang:)),1
,【Fast Delivery】Stainless Steel Thermos Flask Tumbler Double Wall Hot &amp; Cold Vacuum Flask Sport Tumbler 1000ML-1800ML https://t.co/3HkaCqWXlk Check out byMaquiLucero's video! #TikTok https://t.co/1cYNxuh8my,0
Stay,Sinubok na toh ng ilang bagyo uy🥹 congratss https://t.co/UoDHAWDSW3,0
"New Delhi, India",@gemsofbabus_ Abey iss wale bolt pe na tika flyover Agle monsoon me waise hi gir jayega,0
,sarap sabayan ng waves sa boracay enjoyed it even the habagat season 🌊,1
,"['Kuwait', 'Jahra', 'Oman'] 😄 ▬⎐ٺوٺ⎐◗NND144◖ ▬['Hail', 'Muharraq', 'Farwaniya']▬▬▬🌴 -",0
,dagdag polusyon pa yan pag sinunog https://t.co/0tktQ62dOk,1
,Adam Page Gunther Kaito Kiyomiya David Finlay Kosei Fujita Mayu Iwatani Toni Storm IYO SKY Lyra Valkyria Saya Kamitani https://t.co/rQsqtJzozh,0
,"RT @pauloMDtweets: ANONG PINAG GAGAWA NIYO SA #SIERRAMADRE?! Money will kill us all! Talagang pinayagan sila ng Mayor ng Dinapigue, Isabe…",0
Penang,"@Neds_DinoJR @dimahpiao @ShoibZahari @tjerealjoker @farhanzulkefly @amer7211 @AfralAbdullah @X @SaifulAdn Tengok all the state by elections the past 2 years. Candidate BN semuanya menang landslide, semua PH voters happily vote BN walaupun for nons ada alternative in PSM, but PSM hilang deposit. But candidate PH susah sikit, tengok kat Sungai Bakap, kalah sebab Rafizi berkempen.",0
"Mumbai, India",@gimmedil Ho na khup humid junela pan bas zhala aata,0
,Benham Bank is an underwater seamount near the eastern coast of the Philippines. @up_msi researchers discovered that it is a thriving ecosystem full of unique #biodiversity.🪸🐠 Have a look 👇 @ICRSCoralReefs #marinebiology #corals #ocean,0
Makati City,"Daan-daang fruit-bearing trees tulad ng lansones, marang, guava, at abiu ang sabay-sabay na itinanim bilang bahagi ng inisyatiba ni Pastor Apollo C. Quiboloy para sa kalikasan at mas luntiang kinabukasan. https://t.co/OqfOexuzZa",0
"Te Waipounamu, Aotearoa","@MrHilariouskiwi @MaraetaiMike @radionz depending what the soil is like, eucaliptids can do a real good job too, although its lowkey controversial to use an import for conservation purposes, they're very good at balancing the ph and countering erosion",0
Republic of the Philippines,@batangbundok @lumpialogic walang sariling hospital? tanga lang? Sa Davao dumadayo mga taga karatig probinsya dahil ang maraming experto at libreng tulong sa hospital namin. Kami na bahala sa baha namin. Mag re-react lang kami kung yung 5000 flood control projects naka solve sa baha sa metro manila.,1
"Manila, Philippines","Davao City isn't just a destination, it's my self-care sanctuary. Nature trip, safe spaces, delicious food – the perfect blend for a true mind-body reset. I deserve this dose of peace! #InfinitySpaDavao #SelfCare @infinity_spa_ph https://t.co/pIE9hHizF9",0
,📌🚨 Filipinler'in Cagayan de Oro şehrinde şiddetli sel felaketi yaşandı. 🗓 10 Haziran 2025 📹Top_Disaster #Philippines #Flood #inundaciones #lluvia #BREAKING #ULTIMAHORA #SONDAKİKA #apawan https://t.co/Kwyn8KNq0Q,1
,Babala ng PAGASA: Malalakas na pag-ulan dulot ng Habagat at LPA ngayong Hunyo 12 at 13 2025. Mag ingat po ang mga nasa lugar na makakaranas nito. #Pagasa #PagasaLPAUpdate #PhilippineWeather https://t.co/w8SitY9yEO,1
"Nairobi, Kenya","RT @pretty_vivianne: Ndio kulog in, mko aje huku",0
,RT @PTkapre24: Fake news yan. Gurl. May alam ako yong mga L na L at Kadyotan sa sofa. Sa BaGYO gawa-gawa lang lang ang BeeKnee at eSsBee ma…,0
,@kyutuful_kylie @Gladzisthename @kylienicolep Nag tweet ka pala kagabi??? #YbraAmihanHanggangWakas IVO LIVE AMIHAN,0
,@yukiohalf @cloudy_day100 @MENTFORYOU_ Si Brent dito prang boyfriend na hinahayaan si mika sa friends nya,0
bali,suka yang biking kapala saki to #indonesiatimur #rakat #ambon #melanesia #lewatberanda https://t.co/Qo2egJnINC,0
"Manila, Philippines",Cagayan niyanig ng Magnitude 5 na lindol https://t.co/s3sVTxEIMp via @Remate Online,1
,"What I planned to say: Hi my friend and I flew all the way from the Philippines and we’ve loved your music since Masterpiece Theatre and when I heard Into the Storm I realized I needed to see you guys live no matter what What I, starstruck for the first time, ended up saying: Hi https://t.co/Vuy5zRujcD",0
Mati City,hernoo ko ang weather wala ni pabor,0
India,"Haryana News: हीट वेव का कहर, डॉक्टर्स ने दी चेतावनी, दोपहर में घर से न निकलें https://t.co/tQgHbrm3BJ",0
"Metro Manila, Philippines","KINGS FINISH WITH A FLOURISH 🖊️@gerardmos With a comfortable win over Rain or Shine, Ginebra enters the PBA playoffs as the No. 4 seed, with twice-to-beat advantage #PBAPhilippineCup https://t.co/jKlhieBuht",0
"Iloilo City, Western Visayas",ahh i cant with the ganito pala sa manila mausok maingay mabaho (angsod) feels https://t.co/fuVAfsMhJL,0
,@sinless_fool Hail Kaiba,0
Laguna,@rietaalexander3 @EatBulaga Thank you mhie. Wala na ang bagyo pero malakas ang hangin,1
,"@Oteachjohn Growing blueberries has been a learning experience. Didn’t harvest much last yr, tested my soil, ph low, added baking soda. They liked that &amp; all the rain! Hope you’re having😎 a great day, John! 😊",1
"Manila, Philippines","𝗕𝗔𝗚𝗢𝗡𝗚 𝗟𝗣𝗔 𝗦𝗔 𝗦𝗜𝗟𝗔𝗡𝗚𝗔𝗡 𝗡𝗚 𝗟𝗨𝗭𝗢𝗡, 𝗣𝗢𝗦𝗜𝗕𝗟𝗘𝗡𝗚 𝗠𝗔𝗚𝗜𝗡𝗚 𝗕𝗔𝗚𝗬𝗢 Ang panibagong nabuong Low Pressure Area (#LPA) sa silangan ng Central Luzon ay posibleng maging bagyo habang kumikilos pahilaga. Ganunpaman, mas #habagat ang patuloy na https://t.co/kJZVdog9P3",1
Blackhole,"@hqtred @fuukattino I’m from the philippines born and raised it’s either you are a Lebron or Curry fan, in between are rare as indigenous group. I’ve been a thunder for 13 years and not once I met an irl thunder fan",0
Republic of the Philippines,@cykstejay Hurricane ba to o tsunami o bulkan eruption 😂,1
"New Delhi, India","Delhi-Haryana Rain Alert: दिल्ली में बारिश ने दिलाई बड़ी राहत, मौसम हुआ कूल, जानें हरियाणा में क्या हाल? https://t.co/wBsxXPkPlV #WeatherUpdate #DelhiRains",0
,@TXingh @gemsofbabus_ Electrifying railway is already saving millions of life Diesal engine chalayenge duniya bhar ka pollution hoga Electric se vo pollution kam hoga Hazaro lakho log bachenge Thoda sasta bhi padega Nature ke liye acha rahega Crude oil se pata hai na kitni pareshani ati hai?,0
AD ASTRA,@stevoh_5 Bila connections hadi earthquake huwezi skia,0
,Tapos may bagyo pa na nagpalala ng lahat. Talk about disasters on crack. 🙃,1
India,"🚨 Severe Thunderstorm &amp; Strong Wind Alert for Delhi NCR by IMD🌩️ 👉🏻 Thunderstorm with strong winds expected in the next few hours. 👉🏻 Possible Impacts: 🔹 Uprooting of trees, damage to temporary structures &amp; disruption of power lines 🔹 Life-threatening lightning, especially https://t.co/iwZVdEGRq5",1
wherever you are,"@Kusamapolkadot @unusual_whales @elonmusk While it's theoretically possible to use fake urine to cheat a drug test, modern labs use advanced methods to detect it, like checking temperature, pH, and specific compounds. Elon Musk underwent random drug tests for three years after 2018, mandated by NASA, with no reported",0
"Basel City, Switzerland","📘 Linkage between #Granite Weathering and #Gully Erosion in Subtropical Region 🔸 ✍️ Shu Zhang, Yong Zhang, Gang Huang, Bo Zhang, Yichan Li, Xin Chen, Junkang Xu and Yujie We 🔗 https://t.co/okVW7qDQDr https://t.co/zfXBlfEhCp",0
enhypen · pjs · svt · jww  yjh,"@whispersofdawnn Ohh, okay lang yan! At least mahangin",1
"Manila, Philippines",Hug a Tree this Independence Day. Alagaan ang ating Inang Kalikasan. https://t.co/SLhC6g4Wgm,0
,RT @itsmeroberto_07: LONG TEASER🔞 AFTER NYA MAG GYM DERETSO NA SYA SA HOTEL KUNG SAAN AKO NAKA CHECK IN 🥵 SARAP NG KATAWAN NITONG 23y/o GY…,0
,RT @HowiePotterPH: HALONG KABA AT SARAP ANG NARARAMDAMAN NAMIN HABANG NAG KAKANTHUTAN SA KAKAHUYAN😈😁💦 SARAP!! @rizalgrower KAHIT MAINIT T…,0
,RT @flyer_chavz: THE BEST!!! Kaya siguro mataas ang expection ko sa mga sumunod na season ng PBB pagdating sa tasks kasi ang hirap at inte…,0
,"@FilmsFallout The most sensible, but also the most unsustainable. All that rapid expansion, nepotism, bureaucracy led to its decline and implosion of their capital city, Shady Sands. Waiting to see how the rest of the NCR is in season 2 of Fallout, probably stagnating or lost in their nonsense",0
,Kerala in Monsoon Magic 🌧️🌴 #Shorts ✨ #KeralaMonsoon 🌿 #Wanderlust #Mons... https://t.co/MNRZPjD4qm via @YouTube,0
"Bhopal, India",दिल्ली-NCR में जल्दी आ रहा है Monsoon! IMD की बड़ी भविष्यवाणी | गर्मी से राहत कब? #DelhiMonsoon #NCRWeatherUpdate #IMDAlert #Monsoon2025 #RainInDelhi #HeatwaveRelief #WeatherForecast #DelhiRainUpdate #MonsoonPrediction #AsianetNewsHindi https://t.co/Q9SOLgnI57,0
any pronouns (no it),RT @Gnut_5: Wawawawa hapy lesbian visibility eek again hihi :3 #jrwi #jrwifanart #jrwiriptide https://t.co/N0scIAAxmd,0
,@gib_smoke Aaron nko ? 😂😂😂,0
"Cagayan de Oro City, Ph",@_PaoloManzano Tanawa ang sa 7eleven area bayot. Lunop! Ahahaha,1
wwh🌙/🐰,parang hamog naman yung mga nangbabash sa dancer ni hobi hahahshshaa touch some grass y’all!!!!!! SHE LITERALLY KILLED IT 💥,0
,"Malay Mayor Frolibar Sacapaño Bautista initiated ‘Project Pristine’ or overall cleanliness, underwater and coastal clean-up drive in Boracay Island to address the impact of the Habagat season. https://t.co/9p8PClC2OS",1
,"@LucashYTA I’ve been to these countries, except the Philippines. Don’t get the season wrong, or you’ll ruin your visit. If you need help, DM me",0
Mino's Armpit,@cloudy_day100 Bakit kasi ini issue pa yan dadami pa engagement,0
,"@gellll_c Oo ngaaaaa, we deserve justice. Bruhhhhhhh #YbraAmihanHanggangWakas IVO LIVE AMIHAN",0
,💌 #TAERAECHATS 250715 11:15PM KST +CHAT 💬 💬 hayyy haha galing ako sa practice hehehehehe sobrang alinsangan hehehehe nagsumikap ka rin ngayon ❤️ https://t.co/gBjDSQW7uH,0
,@PH_Socials I just on my loud. Of him nor smoke cans then him nor smoke better smoke,0
"Calabarzon, Republic of the Ph",RT @angatbuhay_ph: Angat Buhay and Reboot PH just sealed a partnership to bring the Angat Kalikasan Policy Toolkit to more young leaders ac…,0
off comments = sold items ! 🤍,wts lfb hanni bread and mirror ₱ 250 set bread | ₱ 210 set mirror • all good condition • stbo - dop rembal on june 30 • metro manila - gcash - jnt/flash • can provide any proof t. hanni bread zoom mirror season greetings 2025 jeanzforfree mhdhh https://t.co/qxoonrJnyd,0
Free State of Tennessee,"RT @mikeseidel: Smoke from deadly Canadian wildfires has spread 3000 miles SE, all the way to the Atlantic, with air quality in parts of th…",1
Gurgaon,"Scorching heat getting us all melted in NCR 🥵 Only ACs working seems like to be of Delhi metro. @OfficialDMRC, should open their stations 11 PM–5 AM for pre-booked sleep slots. Win-win: revenue for DMRC + smarter power use for the grid! #DelhiMetro #HeatwaveHack",1
,@cloudy_day100 susko po pahingi din kung my mahanap kang pills n yan hahahha,0
,RT @SergioMabbit: lamig. tropa time na https://t.co/p4TJ2FNqZg,0
"Cleveland, OH",[Video] Watch soldiers rattle off HIMARS rockets in the rain forests of the Philippines #Philippines https://t.co/4m5TrkNZXU,0
"Mississauga, Ontario","@CTVNews Hahahahha..Zelenskyy the climate master, along side with the Indian guy….hahahaha",0
Nigeria,"@gib_smoke Aanu, abraham nko",0
"Kumamoto, Kyushu, Japan","#kyushuwx Today June 13 - Cloudy, shower at times. 30C in S Fukuoka and Kumamoto, 27C N Fukuoka, 23C E Oita, 30C W Kagoshima.",1
,@tanyarlfes tornado kali ah,0
Republic of the Philippines,"@altGenie Chief, samin sa Caloocan, lantaran na abutan. Tapos minsan, gagawi lang konti sa madilim ba part, ilang minuto lang, aalis na. Sabay buga ng makapal na usok galing ilong at bibig.",0
,@damnmikha grabi talaga ung hangin sa ibang bansa nakakabaliw🥰🥰🫶🫶,1
Toronto,THE PHILIPPINES 7000 islands of which 2000 are inhabitied. One of the most sensitive regions to climate change. 20 typhoons a year. Coastal villages being relocated because of rising oceans. https://t.co/3czEaJOjgp https://t.co/qpFOfw4Q98,0
A Pharmacist 072021,"Now is the right time, gloomy vibe tapos wala mga oat at talagang iniwan ako dito mag isa",0
,Eto yung mga oras at panahon na hindi ko na papangarapin balikan,0
ph,Lagi na lang pag nauwi ako sa Bulacan— it's either baha or brownout— or BOTH?!!!,1
Danmark,%!(EXTRA string=HUMAN NATURE) https://t.co/Z6UTh8UPFM,0
,@0xA96 @BTC__Sunny ang ang ang,0
,alimuot kay di mu on ang aircon pero nangape gihapon 🇵🇭,0
,"walang pasok kasi binaha school namin, legit knee-deep na tubig 😩",1
,@NaveedArshad89 Ha ha 😂 bs ab cloudy gya,0
dito lang.,Hinding hindi ako magsasawang pag masdan ang mga larawan mo at gunitahin ang mga ala ala na iniwan mo sa akin nung mga panahon na tayong dalawa ay masaya pa!!! 🥺🥺🥺,0
,@iSabongera Mag ingay nga dun sa 51 bilyong piso na flood control sa davao ni pulong🤗😂,0
,kumusta kaya bukas? delubyo na naman ba,0
she/her | istj,hhshahahaha ang cold hwhahahahahah sana walang pasok bukas SUSPENDED SUSPENDED,0
,"we’re living in a compound &amp; normal lang man na mag-stroll ang cats kasi that’s their nature. tangina naman if mag aalaga kayo ng ganyang aso, please be responsible. i haven’t even finish mourning for my baby lightning, tapos pinatay na naman ng aso niyo si baby midnight???",0
,Apple earpods with lightning connector https://t.co/42HuJOmM5r https://t.co/26n7e7JXVm,0
