user_location,text,category
,Kanami cuddle sa matugnaw nga tiempo,Cold Weather / Temperature Drops
,"Sobrang lakas ng alon ngayon, bawal daw lumapit sa baybayin ayon sa LGU.",Coastal & Flooding Hazards
Republic of the Philippines,"RT @arielrojasPH: Weather Forecast for June 12, 2025, Thursday Palayo pa ang bagyong Wutip samantalang pa-hilaga naman ang LPA sa silangan…",Extreme Heat / Heatwaves
"New Delhi, India",RT @indiametsky: Live feels like index (Heat stress) temp across NCR at 4:30 PM •Mansarovar Gardens: 56°C (41.8°C/43.7%) •Anand Vihar-GZB…,Extreme Heat / Heatwaves
"Camp Aguinaldo, Quezon City","WEATHER UPDATE | 24-HOUR PUBLIC WEATHER FORECAST Issued at 4:00 AM, 13 June 2025 SYNOPSIS: Southwest Monsoon affecting the western section of Northern Luzon. Forecast Weather Conditions Area: Batanes Weather Condition: Cloudy skies with scattered rains and thunderstorms Caused https://t.co/LfY3wjqfCA","Storms, Typhoons, and Wind Events"
,Earthquake proof ba tayo o sanay lang? Both siguro,Geological Events
,Real estate ad: Oceanfront property! dahil sa sea level rise ??,Coastal & Flooding Hazards
wherever you are,"@WildDawgs420 @BBCNews On June 12, 2025, the UK saw temperatures up to 30°C, notably in eastern England, under a heat-health alert. The Philippines in June typically ranges from 30°C to 33°C with high humidity, making it feel hotter. The UK's heat, while significant locally, is slightly cooler or",Extreme Heat / Heatwaves
,Nice weather for coffee and movies.,General Weather
,"Ganito pala sa Maynila, magulo, mausok. Balik na naman ako sa pagkain ng.gulay na walang sahog. 🤣",Pollution
Hyderabad,Scorching heat in Kolkata. https://t.co/6zg2fY6XqA,Extreme Heat / Heatwaves
India,"#WATCH | IMD Scientist Naresh Kumar says, ""Heat wave conditions have been prevailing over northwest India and the Himalayas for several days... As per our forecast, heat wave conditions are expected to improve by today... In Delhi NCR today, hot, humid conditions will be there https://t.co/93uebVNnDs",Pollution
Philippines,"#WeatherAlert: Zambales, Bataan, and Occidental Mindoro are expected to have heavy to intense rain from the southwest monsoon on Wednesday, June 11. https://t.co/ESd3ZmKMif","Storms, Typhoons, and Wind Events"
,Naguyog akong payong sa kusog sa hangin.,General Weather
Wherever The Wind Blows,"RT @EQAlerts: #Earthquake M4.9 | #Philippine #Islands #Region | 15m ago | Jun 14, 2025 05:27 pm (GMT 8): https://t.co/Fa3PGYcHKx",Geological Events
"Quezon City, PHILIPPINES","Rainfall Advisory No. 9 #NCR_PRSD Weather System: Southwest Monsoon (Habagat) Issued at: 2:00 PM, 11 June 2025(Wednesday) Light to moderate with occasional heavy rains are expected over Nueva Ecija, Rizal, Quezon and Laguna. Light to moderate with occasional heavy rains https://t.co/bJDsf7gzzL",Pollution
,@duuuuuumpacct kusog uwan cdo?,"Storms, Typhoons, and Wind Events"
bisig ng wonkyeomboo,nanshalant lang ba talaga shea orr 😭 grabe hamog kalamig ay 😨 https://t.co/hP8N0UFNPw,Extreme Heat / Heatwaves
,@iztwizy *ginaw pala buti na gets mo 😭,Pollution
444,RT @eufems: Padre Burgos reacts to the 1863 earthquake from his office near the Manila Cathedral #rp612fic https://t.co/4KS3WjEYaB,Geological Events
,..huhuhu may covid nnmn kapatid ko..galing ako kagabi sa room nila binantayan si baby tas sabi ko pa kagabi baka kaya nanunuyo lalamunan nya kasi dry hangin nila sa room kasi ambaba ng humidity sa thermometer kasi pati ako natutuyuan..huhuhu..expired na ung kit pero nagtest kmi,Extreme Heat / Heatwaves
"Imus, Calabarzon",RT @gmanews: Auring weakens into LPA; scattered rains expected over most of PH Click the photo to read more: https://t.co/XKx0P0X6PX,Extreme Heat / Heatwaves
"Quezon City, PHILIPPINES","Thunderstorm Advisory No. 1 #NCR_PRSD Issued at: 12:32 PM, 09 June 2025(Monday) Moderate to heavy rainshowers with lightning and strong winds are expected over Zambales, Tarlac, Pampanga, Bataan, Cavite, Bulacan, Metro Manila, Rizal, Quezon, Laguna, Nueva Ecija and Batangas https://t.co/AELXq2dGCR","Storms, Typhoons, and Wind Events"
National Capital Region,New LPA forms in PAR; tropical depression outside becomes Tropical Storm Wutip https://t.co/jYaHHxLHV7 via @rapplerdotcom,"Storms, Typhoons, and Wind Events"
Navotas City,"Aabot po sa 1.8 meters bukas, JUNE 16 1:35 PM, ang high tide. Mag-ingat at maging handa po sa anumang sakuna. https://t.co/SDfpvfMXmW",Coastal & Flooding Hazards
,Paano na yung farmers natin with this unpredictable weather?,Cold Weather / Temperature Drops
"Manila, Philippines",PANOORIN: Muling kumakapal ang mga kaulapan sa Metro Manila at mga karatig na lugar ngayong hapon na posibleng magdulot muli ng panibagong bugso ng mga pag-uulan. Ingat po! #habagat https://t.co/6AXAVaeVDi,Pollution
Philippines,"Lumindol ng 3.2 magnitude sa 19 km S 23° W ng Siaton, Negros Oriental (8.9 ºN, 122.97 ºE) ngayong June 15, 2025 10:53 PM. View map: https://t.co/KQm9DwpDq4 #EarthquakePH #LindolPH",Geological Events
"sael , of age ╱ he","@cuntresy yeah! just here for this week, a quick summer vacation before my training back in the philippines. nyc’s been cold and rainy recently… but it’s still the same old crazy city. you have any suggestions what food should i try here? 🤓",Cold Weather / Temperature Drops
,Happy ako sa lamig pero worried din sa unpredictable weather,Cold Weather / Temperature Drops
,Therapy topic: weather and its effects on my anxiety,General Weather
,Talked to farmers. Worried sila sa unpredictable temperature,Cold Weather / Temperature Drops
,95 countries back global treaty to combat plastic pollution at UN Oceans Conference https://t.co/rX99AY3TUT via @BusinessMirror,Pollution
,RT @daddyram1994: Sarap talaga magpalabas pag malamig panahon 🥵🍆💦 Avail my tg channel for more videos like this. Dm here or my tg: https:/…,Cold Weather / Temperature Drops
,"Thank you weather, very cool, very normal",General Weather
,@volklub @RochakGautam6 @xruturaj Vehicular emissions are more than 40% source of pollution in cities like delhi NCR. Of course something has to be done about pollution. Best is public transport but its very expensive. Second best is to use less polluting vehicles then.,Pollution
Philippines,"The southwest monsoon or Habagat will bring cloudy skies with rain showers over Central and Southern Luzon, Visayas, and Mindanao on Wednesday, PAGASA reported. The state weather bureau also reported that as of 3 a.m., a tropical cyclone outside the Philippine Area of https://t.co/zHqVlrbdAD","Storms, Typhoons, and Wind Events"
,RT @ABSCBNNews: Expect moderate to heavy rainshowers with lightning and strong winds in the following areas within the next two hours: Nu…,"Storms, Typhoons, and Wind Events"
,"parang fog, parang moist, parang usok WTF 😭😭😭 lmao lmao",Pollution
"Pasay City, National Capital R",RT @sciencekonek: 𝗔𝗙𝗧𝗘𝗥𝗡𝗢𝗢𝗡 𝗧𝗛𝗨𝗡𝗗𝗘𝗥𝗦𝗧𝗢𝗥𝗠 ⛈️ Hanggang sa malalakas na pag-ulan na may kasamang mga kidlat at malakas na hangin ang inaasah…,Pollution
,Woke up freezing. Checked temp. 19 degrees. SAAN BA TAYO ??,Cold Weather / Temperature Drops
,We feel good mekaya kahit baha na samin https://t.co/7SSuwkmfhk,Coastal & Flooding Hazards
,RT @wwwide_cart: - MAINIT. parang pinas lang rin pag summer sa time na to + minsan umuulan.. sobrang humid so pack light clothes and comfy…,Pollution
"Imus, Calabarzon","RT @gmanews: TINGNAN: Ilang mga sasakyan sa Barangay Camaman-an, Cagayan de Oro City ang nalubog sa baha matapos ang flash flood na dulot…",Coastal & Flooding Hazards
,High tide flooding again. Roads are impassable.,Coastal & Flooding Hazards
,Weather is nice and chilly tonight.,General Weather
wherever you are,"@dontgiveupfayt @143SunnyDelight @56audrey57 The official start of summer depends on the definition. Meteorologically, it began June 1, 2025, for weather stats. Astronomically, it starts June 20, 2025, at 10:42 p.m. EDT with the solstice. In the Philippines, summer is the dry season, March to May, so June heat might feel",Extreme Heat / Heatwaves
,"Weather warning: 16-17th June •Good Intensity storms with t-storm, Gusty winds and moderate to heavy rain is expected in #Haryana, #Rajasthan, 25-50% parts of #Delhi &amp; #NCR, #WestCoast, #Mumbai, #Konkan, #Balsad, #Ratnagiri, Ghats, #Gujarat and bits of East India and Himachal https://t.co/2eE6uyA5Rc","Storms, Typhoons, and Wind Events"
she;her,@heyraeeeee this :( binilad na kahit may heat index at na automatic nomination pa lahat lahat pero yun pa rin naging sanhi ng nomination nila??? baseless.,Pollution
"Lapu-Lapu City, Central Visaya",Uwan nasad pildi nasad ta ani walay ka hug,"Storms, Typhoons, and Wind Events"
,"WARNING(June 10,Tues.5:40PM):Metro Manila at Parts ng West Sections ng Luzon possible maging mas maulan Bukas (Wednesday) dahil sa #Habagat .Sa Metro Manila possible ang On and Off na mahina hanggang sa katamtaman paminsan malakas na ulan. Maghanda sa biglaang mga pagulan. https://t.co/1WZwMJO21K",Pollution
,"HEAT INDEX: Asahan ang 45°C na damang init sa Echague Isabela ngayong Biyernes, Hunyo 13, ayon sa Automatic Weather Station data ng PAGASA. | via @dost_pagasa Sundan: https://t.co/cPs5DJ74AH https://t.co/6wrvjDdbLl",Extreme Heat / Heatwaves
,Storm warning in the Philippines: Bus swept away by floods https://t.co/IC0vgvKy3h,"Storms, Typhoons, and Wind Events"
Parañaque,"Patuloy na kumikilos palayo sa Pilipinas ang tropical storm Wutip ngunit hinihila pa rin nito ang habagat kaya magiging maulan pa sa Huwebes, June 12, lalo sa kanlurang bahagi ng bansa.Samantala, isang low pressure area ang nabuo mula sa kumpol ng ulap sa silangan ng Luzon.",Pollution
Philippines,"Patuloy na kumikilos palayo sa Pilipinas ang tropical storm Wutip ngunit hinihila pa rin nito ang habagat kaya magiging maulan pa sa Huwebes, June 12, lalo sa kanlurang bahagi ng bansa. https://t.co/fvvrQH6VON",Extreme Heat / Heatwaves
,ang ginaw ginaw,Pollution
"Manila, Philippines","Fausto: As usual, ang agriculture talaga siya ang pinaka-kawawa sa pag-unlad ng ating ekonomiya. Noong nakaraang taon, negative 1.6 percent ang ating growth siguro dahil na rin sa El Niño at La Niña, climate change pero ngayong taon tingin ko mahihigitan natin ang produksyon","Storms, Typhoons, and Wind Events"
"Quezon City, PHILIPPINES","Thunderstorm Advisory No. 19 #NCR_PRSD Issued at: 5:00 AM, 16 June 2025(Monday) Moderate to heavy rainshowers with lightning and strong winds are expected over Quezon within the next 3 hours. All are advised to take precautionary measures against the impacts associated with https://t.co/vWx4hl7K4m","Storms, Typhoons, and Wind Events"
,Weather yung reason kung bakit late ako. Valid ba?,General Weather
Culver Creek,putangina napaka ginaw,Extreme Heat / Heatwaves
"Manila, Philippines","WEATHER ALERT: Itinaas sa yellow warning level ng @dost_pagasa ang Zambales dahil sa southwest monsoon o habagat. Asahan naman ang mahina hanggang katamtamang pag-ulan sa Metro Manila, Cavite, Nueva Ecija, Rizal, Batangas, Laguna, at Quezon sa susunod na tatlong oras. | DZRH https://t.co/xr4Hc8YyCn","Storms, Typhoons, and Wind Events"
"Sri Ganganagar, RJ","As a person from NCR, India, can’t relate. Summer - Temp reaching 50 degrees Monsoon - Water Clogging everywhere and diseases. Winter - Air Pollution so can’t breathe. There are just 15-20 days between these seasons that we can enjoy. Truly, we live in a $heetH0le. https://t.co/JYDusS7pNG",General Weather
,"@supermarkcute Here, we call it allergy 😅. Antihestamine meds, lang kailangan mo pag may symptoms ka. Malamang sa usok at pollution yan.",Pollution
,Yung tipong di ka na makagalaw sa labas kasi baha everywhere,Coastal & Flooding Hazards
,-Zambales -Tarlac -Nueva Ecija Posible ang biglaang pagbaha at landslide sa oras ng thunderstorm. (Source: PAGASA) [2/2],Coastal & Flooding Hazards
Bharat,Update on Delhi NCR rainfall. Due to delay in convection. Rainfall only possible after 1/2 am tonight. Mostly during early morning hours of tomorrow before noon. No worries of heavy rain untill 11 pm tonight. #DelhiRains #Delhi https://t.co/M8dqfOh2bJ,"Storms, Typhoons, and Wind Events"
,Gloomy and rainy day in manila today but these 2 made the day happy and sunny ☀️ welcome home my Jikookie 💜 https://t.co/N3gtah39Gp,Extreme Heat / Heatwaves
,"RT @weatherphilipp1: WARNING(June 8,Sunday 6:27PM):Merong possibilidad na magtaas ng Wind Signal sa Metro Manila at malaking bahagi ng Luzo…","Storms, Typhoons, and Wind Events"
,rainy weather got me missing the Philippines https://t.co/Pt2V3dyp1z,"Storms, Typhoons, and Wind Events"
,Phivolcs monitoring closely. Sana walang eruption ??,Geological Events
,"【m4.2】LUZON, FILIPINAS 10km 14/06/2025 18:33:06 UTC #Sismo #Terremoto (G)https://t.co/WnFUwO119K (EMSC)https://t.co/5dm1R8Rya2",Geological Events
"Quezon City, PHILIPPINES","Rainfall Advisory No. 12-Final #NCR_PRSD Weather System: Southwest Monsoon (Habagat) Issued at: 11:00 PM, 12 June 2025(Thursday) All Rainfall Advisory over NCR-PRSD forecast area are now TERMINATED. The public and the Disaster Risk Reduction and Management Offices concerned are",Extreme Heat / Heatwaves
Philippines,@KrAYZSiness Oo habagat days na kasi kaya di na inaallow pumunta doon. Maganda sana if go kayo kapag january to may kasi tag init na yun.,Pollution
,PHIVOLCS doing great work pero need more budget,Geological Events
multistan,MATAAS ang tsansa na maging bagyo sa loob ng susunod na 24 na oras ang low pressure area (LPA) na binabantayan sa loob ng Philippine Area of Responsibility (PAR). https://t.co/tB4slyWKI0,"Storms, Typhoons, and Wind Events"
,Panahon affecting my work performance lately,General Weather
"Manila, Philippines","Metro Manila, ilang kalapit kalalawigan binaha matapos maranasan ang malakas na ulan dulot ng Habagat at LPA #MagandangUmagaPilipinas","Storms, Typhoons, and Wind Events"
,ang taas na ng tubig dito samin di na kami makagalaw,Coastal & Flooding Hazards
India,@pkusrain When will Delhi NCR receive rain. It's been excruciating Heat for the last 10 days. Totally unbearable with Feels like Temperature reaching 53,Extreme Heat / Heatwaves
Philippines,"TINGNAN: Ilang mga sasakyan sa Barangay Camaman-an, Cagayan de Oro City ang nalubog sa baha matapos ang flash flood na dulot ng malakas na pag-ulan nitong Martes, June 10, 2025. Courtesy: Fernel Advincula via Cyril Chavez/GMA Regional TV One Mindanao https://t.co/O8M2B7vl1T",Coastal & Flooding Hazards
,Used to not care about weather. Now it's all I think about,General Weather
"Quezon City, PHILIPPINES","Heavy Rainfall Warning No. 5 #NCR_PRSD Weather System: Southwest Monsoon (Habagat) Issued at: 5:00 AM, 12 June 2025(Thursday) YELLOW WARNING LEVEL: Zambales and Bataan. ASSOCIATED HAZARD: FLOODING in flood-prone areas. Meanwhile, light to moderate with occasional heavy rains https://t.co/ogEua7XO4U",Extreme Heat / Heatwaves
buhangin sa dagat ni aagupy,ang ginaw potah,Pollution
,RT @playuhh89: Kusugas uwan. Utognaw🥶 #AlterCebu https://t.co/CkiOnBRikf,"Storms, Typhoons, and Wind Events"
"Quezon City, PHILIPPINES","Thunderstorm Advisory No. 5 #NCR_PRSD Issued at: 5:41 PM, 14 June 2025(Saturday) Moderate to heavy rainshowers with lightning and strong winds are expected over Tarlac, Nueva Ecija, Zambales, Pampanga, Bulacan, Cavite, Batangas and Quezon within the next 2 hours. All are https://t.co/Fp3ag8kEuc","Storms, Typhoons, and Wind Events"
Metro Manila,"Ngayong panahon ng tag-ulan ay asahan na ang kaliwa’t kanang balita ng pagbaha sa Kalakhang Maynila. Upang makatulong na maibsan ang mga pagbaha, walang humpay ang isinasagawang coastal clean- up drive ng MMDA Metro Parkways Clearing Group (MPCG) sa Manila Baywalk Dolomite Beach https://t.co/88S4NmN19p",Pollution
,Calm before the next storm maybe?,General Weather
"Manila, Philippines","WEATHER ALERT: Naglabas ng thunderstorm advisory ang @dost_pagasa sa Tarlac, Bataan, Pampanga, Nueva Ecija, Bulacan, Quezon, Laguna, Batangas at Cavite. Asahan ang 'moderate to heavy rainshowers' sa susunod na dalawang oras. | DZRH News https://t.co/cPh4EuC2Oi","Storms, Typhoons, and Wind Events"
,"RT @ANI: #WATCH | IMD Scientist Naresh Kumar says, ""Heat wave conditions have been prevailing over northwest India and the Himalayas for se…",Pollution
,Tell me how my assistant just remembered to tell me that one of the doormen at my apartment complex tried to go into my apt while I was in the Philippines to heat and eat his food???? Like that’s weird and creepy. Am I crazy or???,Extreme Heat / Heatwaves
Philippines,@AlterOptimist salamuch... walang magawa. rainy gloomy weather outside,Extreme Heat / Heatwaves
,RT @baybibozz_: Nilimliman ang itlog ni daddy kac malamig daw panahon. 3x siya nalabasan. 🤭 Dm 4 tg rates 👉https://t.co/wfrIRg39hl https:/…,Cold Weather / Temperature Drops
,"Update sa lebel sa Tubig! As of 06:00PM | June 15, 2025 Source: Installed Flood Monitoring Camera Maayong Gabii! Anaa gihapon sa NORMAL ang lebel sa tubig sa LIBUGANON DAM - BRGY. KATIPUNAN, KAPALONG. ""Early Warning, Early Action!"" https://t.co/p2lFgtU6YY","Storms, Typhoons, and Wind Events"
Davao,"RT @sciencekonek: #SciOTD 𝗣𝗜𝗡𝗔𝗧𝗨𝗕𝗢 𝗘𝗥𝗨𝗣𝗧𝗦 𝗢𝗡 𝗜𝗡𝗗𝗘𝗣𝗘𝗡𝗗𝗘𝗡𝗖𝗘 𝗗𝗔𝗬 On this day in 1991, as the Philippines commemorated Independence Day, Pina…",Geological Events
"15 Yemen Rd., Yemen",Uwan da murag naay di mulakaw ron 🤣,"Storms, Typhoons, and Wind Events"
,Its middle of June but where is the heatwave in NCR lol Ab kese post kru Heat waves.,Extreme Heat / Heatwaves
"Manila, Philippines",WEATHER ALERT: Nakataas na ang YELLOW WARNING LEVEL rainfall sa Zambales at Bataan dulot ng southwest monsoon o hanging habagat. | DZRH News https://t.co/chfoBiEMfw,Extreme Heat / Heatwaves
,"Asahan naman ang paminsan-minsang pag-ulan sa Metro Manila, La Union, Benguet, Palawan, Antique, at ilang bahagi ng Central Luzon at CALABARZON dala pa rin ng kaparehong weather system. (Source: PAGASA) [4/4]","Storms, Typhoons, and Wind Events"
✨safe space,Sobrang usok at init shet ahhaha,Pollution
,Yung jacket sa mall 3k. Mukha namang worth it pero???,Cold Weather / Temperature Drops
,"Binabaha kahit hindi high tide, how is that normal??",Coastal & Flooding Hazards
"luxi5m,❤️‍🩹,ထ,🦖,💙🤍,🪄, 🗡️","❤️‍🩹 wants to go to the philippines bc every time he goes, he goes in the countryside bc of his fam ❤️‍🩹: i kinda wanna explore on my own like see what's out there ""not this season it's rainy"" ❤️‍🩹: i swear every month is a typhoon, earthquake, or a volcanic eruption #K9KUROCLIPS https://t.co/zBdYhVMnKZ","Storms, Typhoons, and Wind Events"
wherever you are,"@MonkeyD12587569 @iSabongera @iSabongera The infographic on cleanest Southeast Asian cities seems partially accurate, matching Numbeo's 2024 mid-year data with Singapore at 32.5 and Davao at 55.6 pollution index. But Numbeo's crowd-sourced data isn't fully reliable compared to IQAir's monitoring. Singapore's",Pollution
"Quezon City, Philippines","3 kumpirmadong nasawi dahil sa epekto ng LPA at habagat sa Mindanao. Mga biktima, nalunod matapos tangayin ng rumaragasang tubig. Tinatayang nasa 17,516 katao ang apektado ng sama ng panahon sa BARMM. #NET25NewsandInformation #ASPN https://t.co/JM0XZ4oPeP",Extreme Heat / Heatwaves
,Interesting read: How coastal erosion affects our fishing communities,Coastal & Flooding Hazards
♭,@thebaemonph brewing = coffee powder = dust smoke air is thick = pollution spicy vibes = hot af weather welcome to manila babymonster!,Pollution
,"@babumoshoy https://t.co/uh0MJT2EuS Delhi-weather: Nearly 45 degrees recorded in several parts today, heatwave alert for next three days - Delhi News | India Today",Extreme Heat / Heatwaves
,RT @DaksMigguel: Salsal muna Tayo habang mainit init ang Panahon Subscribe my Tg-Channel @DaksMigguel https://t.co/78Y58yBhVJ,Extreme Heat / Heatwaves
loved.,bumabagyo meaning ende tulpy our exams wmehekwje (online sya),"Storms, Typhoons, and Wind Events"
,napakainit dito sa dubai pero mas mainit ang TP para sa birthday ni jodi!!! we love you judiel #JuneisforJODI,Pollution
"San Jose, Dinagat Islands",@Badass2395 dili tugnaw dnhi sa isla,Extreme Heat / Heatwaves
,Ano pa ba kailangan mangyari para kumilos tayo about climate?,Cold Weather / Temperature Drops
,"WARNING(June 9,Mon.5:54PM):Metro Manila at mas malaking bahagi ng Parts ng(West Sections ng Luzon) possible mas maging maulan bandang Wednesday(June 11) o Thursday(June 12)dahil sa #Habagat. Possible maging mas maulan sa parts ng West Sections ng Visayas Bukas(Tues.) o Wednesday https://t.co/QBDaqqcwlD","Storms, Typhoons, and Wind Events"
"Osaka-shi Kita-ku, Osaka",RT @MorenoSarap: COLD WEATHER 😁✊💦 Kasalanan ng ulan to ehh Telegram Lifetime Access 499 Telegram Account // markabrenica27 https://t.c…,Cold Weather / Temperature Drops
,Pa bugnaw ta #smgensan,Cold Weather / Temperature Drops
,Ph values in the negative but I love acid rain #nigga https://t.co/j1JzBPLU8H,"Storms, Typhoons, and Wind Events"
India,@pkusrain When will Delhi NCR get rain. Feels like Temprature reached 52 today. Unbearable heat. When will we get respite ??,Extreme Heat / Heatwaves
,"250615 🥐🫧 5:16pm KST ""hello"" ""sobrang init ng weather ngayon"" ""kailangan mong mag ingat"" ""maglagay ka ng sunscreen ng maayos "" ""kahit nakakatamad"" ""kelangan mo pa rin gawin"" ""sasabihin mo pa din na nakakatamad kaya di ka maglalagay"" ""ganyan din ako""",Extreme Heat / Heatwaves
,Sea level rise is real. PH coastal areas at risk according to IPCC reports,Coastal & Flooding Hazards
Mars,RT @tomaspueyo: Heat + rains also help The heat &amp; rains in Indonesia / Philippines are caused by the proximity to the equator. Taiwan &amp; J…,"Storms, Typhoons, and Wind Events"
,Engineering assessment needed sa maraming buildings,Geological Events
Philippines,"The southwest monsoon (habagat) bringing monsoon rains will affect Pangasinan, Zambales, Bataan, and Occidental Mindoro. It will also cause occasional rains in Metro Manila, La Union, Benguet, Tarlac, Pampanga, Bulacan, Cavite, Batangas, Palawan, and Antique. (2/4)","Storms, Typhoons, and Wind Events"
Philippines,BACOLOD: Office of Civil Defense Western Visayas Regional Director Raul Fernandez confirmed that local government units affected by the continuing unrest of Kanlaon Volcano must contend with a lack of classrooms once classes start this month. https://t.co/fCjRE8w2vR,Geological Events
"Ilocos Region, Republic of the",Ang init ngayon dto sa Baguio ah nag expect pa naman ako ng fog sa loob ng SM🥹 https://t.co/XgIITZMmJ0,Pollution
,RT @Prinz14327: Tara dito 💪💦💦💦 tugnaw brrrr 🌧️ #ilonggo #iloilo #zurihoteliloilo https://t.co/G18GUFCkNR,Cold Weather / Temperature Drops
"Davao City, Davao Region",Ang ginaw mo dumanjug,Extreme Heat / Heatwaves
"Cebu City, Central Visayas",kusoga uwan dung pako work grr,"Storms, Typhoons, and Wind Events"
"Osaka-shi Kita-ku, Osaka",RT @MorenoSarap: COLD WEATHER 😁✊💦 Kasalanan ng ulan to ehh Telegram Lifetime Access 499 Telegram Account // markabrenica27 https://t.c…,Cold Weather / Temperature Drops
Miyakojima,"6/12 very hot and humid in Miyako Because of Typhoon by the Philippines, it's little windy and there is a high wave warning!! Be careful #miyakojima #okinawa #miyakoisland",Extreme Heat / Heatwaves
"Quezon City, PHILIPPINES","Thunderstorm Advisory No. 12 #NCR_PRSD Issued at: 3:03 PM, 15 June 2025(Sunday) Moderate to heavy rainshowers with lightning and strong winds are expected over Metro Manila, Nueva Ecija, Zambales, Tarlac and Pampanga within the next 2 hours. Intense to torrential rainshowers https://t.co/YfNDjdcbuc","Storms, Typhoons, and Wind Events"
,"【✈️Domestic/19:15】Good evening. Rishiri, Okushiri, Fukuoka, Nagasaki, Kumamoto, Miyazaki, Kagoshima, Tanegashima, Kikaijima, Okinoerabu Airport. Tomorrow Jun 13, may experience irregular operations due to poor visibility or thunderstorm. https://t.co/D9FMnKSxaB","Storms, Typhoons, and Wind Events"
P.A.R.,"Weekend Weather Forecast, June 14-15, 2025 Papasok na ang bansa sa monsoon break sa paghina at pag-atras ng Habagat kaya mainit na panahon ang iiral. May mga pag-ulan pa rin dahil sa thunderstorms sa Luzon at ITCZ sa Visayas at Mindanao. JABYU☔️ https://t.co/h5y10jPI2t",Pollution
lugar ng mga pogi,multo ko talaga ang gbv ;( had to sell my tix cuz binagyo ang bicol NANG DALAWANG BESES and lost my best friend due to the first typhoon. (oo. tangina talaga ng flood control projects sa bicol),"Storms, Typhoons, and Wind Events"
,"🔮☀️ #HKWEATHER While the low pressure area over the Philippines continues to confound us all as to its future direction, it will trap heat across HK, Guangdong &amp; Taiwan on Mon, Tue &amp; part of Wed. All you need to know for HK: Sheung Shui maximums - Mon 36 C, Tue 37 C, Wed 35 C",Extreme Heat / Heatwaves
,Supply chain issues related to weather conditions,General Weather
Makati City,"WEATHER UPDATE: Issued at 10:00 AM, thunderstorm is more likely to develop over Greater Metro Manila Area (Metro Manila, Bulacan, Rizal, Laguna and Cavite) within 12 hours according to PAGASA. All are advised to continue monitoring for updates. #PAGASA #WeatherPH #DailyTribune https://t.co/Y6lP23bMWv","Storms, Typhoons, and Wind Events"
,"last week lang porting uboha og sip'on nakos aircon kay tugnaw kaayu pero karon hilas na kaayu, ""nag on na diayng aircon? limuot pa lagi"" yati ra jud ang ka hilas o init lang jud ang panahon? unsa ba HAHAHAHAHAHHAA chariz",Cold Weather / Temperature Drops
Global,@Kinngscottyy Never trust PH weather 😂,"Storms, Typhoons, and Wind Events"
Republic of the Philippines,Tapos nung sumigaw ako ulit nilapitan ako ni Kuya Yani para kunware kurutin sa bewang kasi naaasar na hahahaha tas one time ginaw na ginaw ako niyakap nya ko. Kaso nagising ako kasi literal giniginaw pala ko sa aircon 😆,Pollution
"Manila, Philippines","@dost_pagasa Badrina: Easterlies naman ang magdadala ng maulap na kalangitan na may mga pag-ulan sa Batanes at Cagayan province. Sa Metro Manila at nalalabing bahagi ng bansa, asahan ang medyo mainit na panahon ngayong araw bagaman posible pa rin ang thunderstorms sa hapon hanggang gabi.","Storms, Typhoons, and Wind Events"
"National Capital Region, Repub","RT @dost_pagasa: Thunderstorm Advisory No. 14 #NCR_PRSD Issued at: 6:50 PM, 15 June 2025(Sunday) Heavy to intense rainshowers with lightni…","Storms, Typhoons, and Wind Events"
,Naglisud ko ug adjust tungod sa panahon,General Weather
Republic of the Philippines,"3 katao, nasawi matapos malunod dahil sa epekto ng Low Pressure Area (LPA) at habagat, ayon sa National Disaster Risk Reduction and Management Council (NDRRMC). | via @MMakalalad https://t.co/7LO4LDslce",Extreme Heat / Heatwaves
"Villanueva, Northern Mindanao",@c0rporateslave Ning uwan na,"Storms, Typhoons, and Wind Events"
,Perfect picnic weather!,General Weather
Edinburgh Scotland,"10 min. ago #earthquake 5.1 has hit Ishinomaki Shi (Miyagi), Japan, 10.0km, 11:46 BST (GEOFON AUTOMATIC/UNCONFIRMED: ERRORS MAY OCCUR) https://t.co/yLPRSQYjRg https://t.co/dbb0mQfhPB",Geological Events
,Nasakit akong ulo tungod sa panahon,General Weather
,Light rain but very strong wind�strange combo.,General Weather
,"Lakat sa Panahon! As of 09:44PM | June 15, 2025 Source: TSUNAMI &amp; STORM SURGE LONG RANGE CAMERA Maayong Gabii! Tungod sa Intertropical Convergence Zone (ITCZ) nakasinati og pag-ulan ang mga lugar duol sa Brgy. Tagpopongan Coastal areas, Island Garden City of Samal. https://t.co/3w9Tu0CbOi",Coastal & Flooding Hazards
,Can't stop checking weather forecast. Obsessive na ba?,General Weather
,"Cloudy all afternoon, parang may bagyong parating pero sabi sa advisory wala naman.",General Weather
India,"@vsvipul June July (Heatwaves) and December January (pollution) are pretty bad in delhi ncr. In those days, it is better to not be here. And weather in blr will almost always be better. Other than that, noida could be a better choice for the reasons you mentioned.",Pollution
One Direction x Nine's Castle,"taena dumi pala ng lens ng camera ko kahapon, kaya pala yung mga vids and pics ko parang may fog amp 😭",Extreme Heat / Heatwaves
Greater Noida,Serving sharbat in this scorching heat isn’t just kindness—it’s compassion in action. 💛 Let’s #BeatTheHeat together from #GreaterNoida to #NCR with small acts that matter. #SharbatSeva #HelpingHands #ServeTheNeedy #FreeForAll #JewarAirport #Noida #UP https://t.co/8G4VI94Srb,Extreme Heat / Heatwaves
