user_location,text,category
"Makati, PH ","Tatlong indibidwal ang kumpirmadong nasawi dahil sa epekto ng low pressure area at habagat sa Mindanao. Sa pinakahuling ulat ng National Disaster Risk Reduction and Management Council (NDRRMC), ang mga nasawi ay pawang mga residente ng Camuayan, Balingasag, Misamis Oriental. https://t.co/gM60yQj3hC",Pollution
The Clouds,"RT @bumaBAgyo: BAKIT MAULAN NGAYON? Sa aking palagay, hindi ito yung typical na “enhanced habagat” kung saan may bagyong humihila sa south…",Pollution
enhypen · pjs · svt · jww  yjh,"@whispersofdawnn Ohh, okay lang yan! At least mahangin",Extreme Heat / Heatwaves
,"@gupta_rekha we desperately need this in NCR, thousands of delivery agents working in extreme heat. #DELIVERY https://t.co/7b8xEN0dde",Pollution
Earth,"USGS reports a M4.8 earthquake, 65 km N of Namuac, Philippines on 6/14/25 @ 9:27:44 UTC https://t.co/3KUhnpdhPa Try Every Earthquake on your iPhone! Grab the new app here: https://t.co/E1g19fUIFv #earthquake",Geological Events
"Midlands, Zimbabwe","@Mr_Hofficial @fallrise__ Maya, anobva aexposer huMid hwevanhu ivavo",Extreme Heat / Heatwaves
Philippines,"It has an ""unlikely"" chance of redeveloping into a tropical cyclone within the next 24 hours. READ: https://t.co/Y7rq6RAO7b",Extreme Heat / Heatwaves
United States Of India,RT @ANI: India Meteorological Department issues a severe thunderstorm and strong wind alert in Delhi NCR for the next few hours. https://t.…,"Storms, Typhoons, and Wind Events"
India,"IMD issues red alert as thunderstorm, rain lash Delhi-NCR early morning https://t.co/OrHZK9sIc3","Storms, Typhoons, and Wind Events"
Manila,@little_b_o_y That's what haps to EDCA &amp; Pinas cities once CN loses its patience on die hard Amboys. There's also making 500-meter Tsunami to flood &amp; drown coastal zones &amp; peeps.,Coastal & Flooding Hazards
,Time to raid mom's closet for old sweaters,Cold Weather / Temperature Drops
"New Delhi, India","CAQM, CSIR-CRRI, and SPA Sign MoU to Reduce Road Dust Pollution in Delhi-NCR https://t.co/jTK3yXyXMH #Delhipollution #roaddustpollution #CAQM #SPA",Pollution
"México,City","#IIGEA #SIMMSA #SISMO #EARTHQUAKE MAGNITUDE: 5.0Mw #MINDANAO #PHILIPPINES 2025-06-13, 08:13:18.81 UTC LAT: 5.2174° LON: 125.0861° DEPTH: -10.0km https://t.co/dDkD3zA4Ii https://t.co/RwLpjVvrdy",Geological Events
,gantong malamig na klima sarap talaga mag kape e,Cold Weather / Temperature Drops
"Compostela, Central Visayas",Ka tugnaw oi huhu,Cold Weather / Temperature Drops
,Cloudy buong umaga pero mukhang hindi naman uulan.,General Weather
,Someone explain bakit bigla nalang lumamig???,Cold Weather / Temperature Drops
Rishikesh,Pura Delhi NCR Bhara Hua hai in dino Rishikesh ki sadko par DL/PB/RJ/UP/HR yahi number ki gadiya sabse jyada dikhti hai Roads are not designed for such traffic Major Jam nearby Lakshman Jula to Triveni Ghat Temp and Humidity is just equal to Delhi NCR too https://t.co/sSS0nqkHsy,Pollution
Neverland,RT @chipppp2002: pabalhas kay tugnaw wala cuddle e https://t.co/nBXFbOTmDe,Cold Weather / Temperature Drops
,Weather affecting my sleep schedule na rin ??,General Weather
"Davao, Philippines","current weather in Davao: fog, 23°C, 94% humidity, wind 3kmh, pressure 1010mb",Pollution
"Manila, Philippines","WEATHER ALERT: Naglabas ng rainfall advisory ang @dost_pagasa sa Bulacan, Metro Manila, Nueva Ecija at Quezon. Asahan ang 'light to moderate rains' bunsod ng habagat | DZRH News https://t.co/ZMBZpweklB","Storms, Typhoons, and Wind Events"
,@holybibletoday Praying for the monsoon rain to be weakened in my country Philippines ♥️,"Storms, Typhoons, and Wind Events"
"luzon, philippines ","Limang bahay ang tuluyang nawasak ng Habagat sa baybayin ng Barangay Castañas, Sariaya, Quezon. (📸: Kasama ng Kalikasan) @gmanewsbreaking @gmanews @dzbb https://t.co/zx68I7kumS",Pollution
"Anchorage, AK",It’s been a gloomy summer! Tropical Philippines is waiving! https://t.co/wiL34YzEFO,Pollution
,Mas malamig ngayon compared sa same month last year,Cold Weather / Temperature Drops
,Yearly problem na natin to pero di parin ineexpect ng govt ??,Coastal & Flooding Hazards
Makati City,"RAIN RAIN GO AWAY WEATHER UPDATE: Cloudy skies, scattered rains, and thunderstorms are expected across Luzon and parts of Visayas and Mindanao due to the low-pressure area and southwest monsoon. Flash floods or landslides possible in high-risk areas. Stay alert and safe. 🌧️🌩️ https://t.co/wJtajnVTWb","Storms, Typhoons, and Wind Events"
Republic of the Philippines,"Halos 100 pamilya sa Sta. Maria, Davao Occidental, inilikas dahil sa pagbaha. | via Jhesa Torrefranca, Super Radyo Davao https://t.co/FXhGEa8OqK",Coastal & Flooding Hazards
,Science says: Warmer oceans = stronger typhoons = worse floods,Coastal & Flooding Hazards
,Parang tag-ulan na naman ah?,General Weather
Western Canada,"@trumplicans2024 Bacolod ,Philippines April 9-20 the heat was something came home to 50 degrees it was most welcome .",Extreme Heat / Heatwaves
"Quezon City, PHILIPPINES","Rainfall Advisory No. 10 #NCR_PRSD Weather System: Southwest Monsoon (Habagat) Issued at: 5:00 PM, 12 June 2025(Thursday) Light to moderate rains are expected over Metro Manila, Quezon and Nueva Ecija. Light to moderate rains affecting Zambales, Bataan, Bulacan(Hagonoy, https://t.co/wtvCsltP9c","Storms, Typhoons, and Wind Events"
RT's Are FYI Purposes Only,"Delhi NCR is facing a heatwave alert, posing serious risks to your skin health. Prolonged exposure to extreme heat can lead to 6 dangerous skin diseases, including heat rash, sunburn, and dehydration-related conditions. Protect your skin—stay hydrated an… https://t.co/5k6zN1tDBM",Pollution
Republic of the Philippines,Tropical Depression #AuringPH (2025) is the 8th latest-forming first named storm in the Philippines (within the Philippine Area of Responsibility) since local names' inception in 1963. https://t.co/legVk8w0fW https://t.co/Zy0NQLeuZi,"Storms, Typhoons, and Wind Events"
"Manila, Philippines","Habagat magpapaulan sa Pinas; bagyo sa labas ng PAR, binabantayan https://t.co/0FlNS2iVDd via @Remate Online",Pollution
"Camp Aguinaldo, Quezon City","WEATHER UPDATE | 24-HOUR PUBLIC WEATHER FORECAST Issued at 4:00 PM, 15 June 2025 SYNOPSIS: Intertropical Convergence Zone (ITCZ) affecting Mindanao and the eastern section of Visayas. Easterlies affecting the eastern section of Luzon. Forecast Weather Conditions Area: Eastern https://t.co/SzBPTxFrXR",Extreme Heat / Heatwaves
"Dasmariñas, Cavite",@jstnbdy_a ga loading pa mahina wifi may bagyo wait lang PERTHSANTA WITH DR ALLY #DRallyGrandopeningxPerthSantaxDomiia,"Storms, Typhoons, and Wind Events"
"Manila, Philippines","Expect light to moderate rains in the following areas due to habagat, according to @dost_pagasa's rainfall advisory issued at 8 p.m. on Thursday, June 12. #WeatherPatrol Bulacan Metro Manila Nueva Ecija Quezon https://t.co/jO8yBKj3CY",Pollution
"bns/stan | 25 | qc, ph | her","@jjeonghanniehey YES ATE OMG gamit ko rin yan last july nung maulan dito sa kr, HINDI NAGCAKE!!!! Akxnwjhx super humid na yun 😭😭",Extreme Heat / Heatwaves
,RT @TVPatrol: Tuluyan nang naging bagyo ang low pressure area sa gitna ng West Philippine Sea nang lumabas ito sa Philippine area of respon…,Pollution
Philippines,The Intertropical Convergence Zone (ITZC) will bring partly cloudy to cloudy skies with isolated rain showers or thunderstorms over Mindanao. (3/4),"Storms, Typhoons, and Wind Events"
,"@atulg65 @ShivrattanDhil1 The dust on NCR roads are more responsible for pollution then the car plying on these roads. The burning of garbage contribute more then the vehicles. But since governments and authorities are mylords think it's not their responsible to clean the roads, let's block the vehicles.",Pollution
,RT @baristamoako: Good morning! Ang ginaw nanaman. Try natin cinematic lighting sa sala 😂 need ulit magtrim 😅 #alterbaguio #alterbaguiocit…,Extreme Heat / Heatwaves
"Seoul, Korea","Also, Manila clams may be harder to find. The amount of Manila clams caught last year notched a 75 percent dip from half a decade ago. This is due to rising water temperatures. New measures are being devised to lower the temperature of beaches and mudflats to stop clam deaths.",Pollution
,The fog this morning looked like a movie scene.,General Weather
"Taipei City, Taiwan",- MAINIT. parang pinas lang rin pag summer sa time na to + minsan umuulan.. sobrang humid so pack light clothes and comfy shoes since lakad pro max din ang galawan dito 😆 - mini fan is da key for freshness 🤣 - most museums are closed on mondays! adjust your itinerary if ever,Pollution
,"the day na na-post ako sa balisong, lulusong talaga ako ng baha",Coastal & Flooding Hazards
,Reading about climate projections and natatakot ako for PH ??,Coastal & Flooding Hazards
The Eye,"Here are the impact statistics from Typhoon Wutip, the first storm of the 2025 Pacific Typhoon Season: - As a precursor system, she caused flooding and a pyroclastic debris flow near the Mt. Kanlaon volcano in the Philippines, claiming 3 lives. - Once becoming a named Tropical https://t.co/jj1sbPIIfp",Geological Events
,@baxirahul Please send some towards Delhi NCR... We're stewing in near half-boiling prolonged heat wave! 🥵🔥🥴,Extreme Heat / Heatwaves
Perlas ng Silanganan,RT @mscuyugan: BREAKING: The Low Pressure Area (LPA 06b) in the east of Extreme Northern Luzon develops into Tropical Depression #AuringPH…,"Storms, Typhoons, and Wind Events"
,Checking PHIVOLCS website every hour for updates,Geological Events
,Grabe yung sound ng pagyanig. Horror movie vibes,Geological Events
,Why is Philippines so ma init? Mura kog gina oven biskan gabi na😭,Extreme Heat / Heatwaves
,"Wrong turn talaga ang atake kanina. Why didtua ninyo gi lubong si lola? Layo kaayo fr, without trails na halos, plus dili na kaayo maklaro because fog kaayo 😩",Pollution
Edinburgh Scotland,"an hour ago #earthquake 4.7 has hit Yukon-Koyukuk (AK), United States, 10.8km, 15:32 BST (USGS ) https://t.co/LF5fwJqB54 https://t.co/RHo6v562o4",Geological Events
,Ash advisory issued. Naka standby na kami for evacuation,Geological Events
,Di ako makatulog ng maayos dahil sa panahon,General Weather
"Alberta, Canada","🌾 Did you know non-living things can impact farming just as much as pests and weeds? They're called abiotic factors—like sunlight, temperature, water, wind, and soil pH. ☀️💧🌬 Farmers monitor them closely to grow healthy crops and protect yields. #wordoftheday #agriculture https://t.co/vZvmLZBSeG",Pollution
,"The sea is rough today, strong waves hitting the coastal houses.",Coastal & Flooding Hazards
,@dost_pagasa Humidity dito sa laguna 34° wala naman ulan,Extreme Heat / Heatwaves
,Sharing this hazard map from DENR. Check nyo if flood prone area nyo,Coastal & Flooding Hazards
,"@BuzzPatterson Walz, our military warriors have slogged through rainforests and swamps in Vietnam, Korea, Burma, Thailand, and the Philippines, they’ll be fine. Walz…trying so hard to remain relevant after his national debut political trouncing. No rain forecast until 8:00 pm…",General Weather
"Manila, Philippines","WEATHER ALERT: Posibleng makaranas ng 'moderate to heavy rainshowers' na may pagkidlat at malalakas na hangin ang mga sumusunod na lugar sa susunod na dalawang oras, ayon sa @dost_pagasa: Laguna Rizal Metro Manila Cavite Batangas Bulacan Zambales | DZRH News https://t.co/Tg9GkdcFt4",Extreme Heat / Heatwaves
"Camp Aguinaldo, Quezon City","WEATHER UPDATE | 24-HOUR PUBLIC WEATHER FORECAST Issued at 4:00 AM, 13 June 2025 SYNOPSIS: Southwest Monsoon affecting the western section of Northern Luzon. Forecast Weather Conditions Area: Batanes Weather Condition: Cloudy skies with scattered rains and thunderstorms Caused https://t.co/LfY3wjqfCA","Storms, Typhoons, and Wind Events"
Republic of the Philippines,"#BantayPanahon: As of 5:00 a.m., asahan ang katamtaman hanggang sa malakas na pag-ulan na may kasamang kidlat at malakas na hangin sa Quezon sa susunod na 3 oras, ayon sa @dost_pagasa. https://t.co/RGrye3rLqY","Storms, Typhoons, and Wind Events"
Lapu-Lapu City,mao to na stranded mi ni kuya gabii tungod sa uwan hayss. unta naa ka ari. dm nko bii 🥹 #altercebu #cebualter #alterlapulapu https://t.co/H12vMe1hn7,"Storms, Typhoons, and Wind Events"
,95 countries back global treaty to combat plastic pollution at UN Oceans Conference https://t.co/rX99AY3TUT via @BusinessMirror,Pollution
,Napansin niyo ba yung panahon lately? Off eh,General Weather
"Quezon City, PHILIPPINES","Thunderstorm Advisory No. 9 #NCR_PRSD Issued at: 2:26 PM, 10 June 2025(Tuesday) Moderate to heavy rainshowers with lightning and strong winds are expected over Tarlac, Batangas, Bataan, Metro Manila and Cavite within the next 2 hours. The above conditions are being experienced https://t.co/rjGn8UkCJ5","Storms, Typhoons, and Wind Events"
Quezon City,"General Flood Advisories Issued @6AM, 14 June 2025 Region 1 (Ilocos Region) GFA#8 Final Region 2 (Cagayan Valley) GFA#4 Final Region 10 (Northern Mindanao) GFA#2 Region 11 (Davao Region) GFA#2 https://t.co/FqZM3bJ4qY","Storms, Typhoons, and Wind Events"
Republic of the Philippines,"Villamil: Dito sa Metro Manila at nalalabing bahagi ng bansa, ang easterlies ang weather system na iiral kaya asahan ang mainit at maalinsangang panahon. Sasamahan lamang 'yan ng mga biglaan at panandaliang pag-ulan na dulot ng thunderstorms.",Extreme Heat / Heatwaves
,Manila weather? Hot. The stage with Faye? Even hotter. PERAYA SKY ROCKET #Faye1stFMinManila,Extreme Heat / Heatwaves
Cebu city,"Tugnaw pang panahon, naa pa juy aircon, cge lang tag adjust ani sa cr #altercebu",Cold Weather / Temperature Drops
,"June 15, 1991: The second-largest volcanic eruption of the 20th Century began as Mt. Pinatubo injected over fifteen million tons of sulfur dioxide 100,000 feet into the atmosphere. 343 people were killed in the Philippines as a result of the eruption. #wxhistory https://t.co/utKJmY4VWN",Geological Events
,Identify safe spots in your house where you can take cover,Geological Events
,@_rainbowfighter Alam niyo ba na sa tuwing may mga sakuna sa mindanao visaya or luzon man mas una nagpapadala ang City govt of Davao ng tulong.,"Storms, Typhoons, and Wind Events"
Philippines,"The Intertropical Convergence Zone (ITCZ) will continue to bring cloudy skies with scattered rains and thunderstorms to Mindanao and Eastern Visayas, PAGASA said in its Saturday afternoon weather forecast. Partly cloudy to cloudy skies with isolated rain showers or https://t.co/2QlZ4oRLkd",Extreme Heat / Heatwaves
"Davao, Philippines","current weather in Davao: fog, 23°C, 94% humidity, wind 3kmh, pressure 1010mb",Extreme Heat / Heatwaves
,been craving for sinigang na baboy so nagluto na lang at pasok din sa rainy weather!! 🍲,"Storms, Typhoons, and Wind Events"
,"@MOQEELBASE cloudy, stormy, tornado Lagi-lagi MQ salah paham #KomunikasiMQ190 #MOQEEL #AsmaraGenZSolid190","Storms, Typhoons, and Wind Events"
,huhuhuhu hindi ako nainform na ganto pala kalamig dito sa tagaytay pag madaling araw,Cold Weather / Temperature Drops
,Please keep praying for coastal families. Mataas ang tubig ngayon,Coastal & Flooding Hazards
Philippines,"The easterlies and the Intertropical Convergence Zone (ITCZ) will influence the country's weather conditions in the next 24 hours, PAGASA said in its early Saturday morning forecast. https://t.co/88gWJYPIdH","Storms, Typhoons, and Wind Events"
"Davao, Philippines","current weather in Davao: fog, 23°C, 94% humidity, wind 3kmh, pressure 1010mb",Pollution
"Makati, PH ","Lumobo pa sa 18,296 indibidwal ang apektado ng sama panahon sa bansa. #BrigadaNews https://t.co/NwAMakK4v6",Extreme Heat / Heatwaves
,Panahon na para gawing mandatory ang climate risk assessment sa bawat project,Coastal & Flooding Hazards
,BAGYO X HABAGAT Bagyo sa West Philippine Sea sa labas ng PAR pinalalakas ang SW monsoon (Habagat) na magdadala ng ulan sa western section ng Luzon. #WeatherAlert #StormAlert #Invest92W #92W https://t.co/fFClX2RiKc,"Storms, Typhoons, and Wind Events"
Bengaluru / Trivandrum / UAE,"HEATWAVE across North and Northwest India - June 14, 2025 If you're travelling through North and Northwest India, be prepared for extreme heat. The following cities are experiencing severe to very severe heatwave conditions: 1. Delhi NCR - Daytime highs: 42–44°C - Feels-like https://t.co/bD3Xlnce73",Extreme Heat / Heatwaves
bi - she/her || chaelisa age,"good morning, early morning senti kasi gloomy weather na naman. sana mag-release na si @BINI_ph ng kapatid ni HMTU",Extreme Heat / Heatwaves
,tag ulan kasi kaya mas malala ang traffic here sa manila https://t.co/YO6Q8apD2j,"Storms, Typhoons, and Wind Events"
Parañaque,"Patuloy na kumikilos palayo sa Pilipinas ang tropical storm Wutip ngunit hinihila pa rin nito ang habagat kaya magiging maulan pa sa Huwebes, June 12, lalo sa kanlurang bahagi ng bansa.Samantala, isang low pressure area ang nabuo mula sa kumpol ng ulap sa silangan ng Luzon.","Storms, Typhoons, and Wind Events"
Mars,"RT @pkusrain: Rainfall forecast for today. Significant thunderstorms expected over Gujarat, Rajasthan, haryana, west UP, Punjab, Delhi NCR…",Extreme Heat / Heatwaves
,Nag hoodie na nga ako nilalamigan parin ako ??,Cold Weather / Temperature Drops
Philippines,"THUNDERSTORM ADVISORY: “Moderate to heavy rainshowers with lightning and strong winds are expected over Quezon and Cavite within the next 2 hours,” according to PAGASA as of 2:51 p.m. Meanwhile, the above conditions are being experienced in Batangas (Tanauan, Santo Tomas, https://t.co/dxhcA5Se6q","Storms, Typhoons, and Wind Events"
,@PhilNews24 Patuloy na mag ingat. Tag ulan. Maaring psg baha at pag guho ng lupa.,Cold Weather / Temperature Drops
,tugnaw ngari but... hugaw lang? #altercebu https://t.co/r8K1zZxu1l,Cold Weather / Temperature Drops
P.A.R.,"Weather Forecast for June 11, 2025, Wednesday Papalayo ang bagyo at walang epekto sa bansa. Maulan sa Luzon halos buong araw dahil sa Habagat. Uulan naman sa tanghali sa Panay at sa hapon at gabi sa Eastern Visayas at eastern Mindanao. ⛈️ JABYU☔️ https://t.co/bBmbqt2cHp","Storms, Typhoons, and Wind Events"
P.A.R.,"Weekend Weather Forecast, June 14-15, 2025 Papasok na ang bansa sa monsoon break sa paghina at pag-atras ng Habagat kaya mainit na panahon ang iiral. May mga pag-ulan pa rin dahil sa thunderstorms sa Luzon at ITCZ sa Visayas at Mindanao. JABYU☔️ https://t.co/h5y10jPI2t",Extreme Heat / Heatwaves
India,Heat Wave Alert in Delhi - NCR: दिल्ली-NCR में गर्मी से बुरा हाल #HeatWave #Alert #Delhi #ZDNH https://t.co/m8K5RKUjYo,Extreme Heat / Heatwaves
,Bakit ba kasi walang ginagawa ang LGU para sa flooding problem natin!!,Coastal & Flooding Hazards
"Mandaue City, Central Visayas",Wala na uwan! APAS! LAHUG! Naaaaaaaaa! 🍻,"Storms, Typhoons, and Wind Events"
Philippines,"Lumindol ng 3.1 magnitude sa 5 km N 30° E ng Sirawai, Zamboanga Del Norte (7.62 ºN, 122.16 ºE) ngayong June 14, 2025 12:04 AM. View map: https://t.co/43EbdkbN96 #EarthquakePH #LindolPH",Geological Events
,@PhilNews24 Kailangan den talaga nakahanda tayo sa mga ganyang sakuna lalo na sa pag uulan,"Storms, Typhoons, and Wind Events"
,Duck cover hold pero kumaripas agad ako ng takbo lol,Geological Events
Pasig City,"Gayunman, sinabi ng PAGASA na ilang bahagi ng Northern at Western Luzon at Mindanao ang posibleng makaranas ng “localized near average to below average temperatures” simula Setyembre hanggang Oktubre. | via DZME News Basahin: https://t.co/E1EQQVa5QW https://t.co/qYQZkhTjze",Pollution
,grabe sipon ko hahahaha napaka lamig ba naman,Cold Weather / Temperature Drops
"Seoul, Korea","Also, Manila clams may be harder to find. The amount of Manila clams caught last year notched a 75 percent dip from half a decade ago. This is due to rising water temperatures. New measures are being devised to lower the temperature of beaches and mudflats to stop clam deaths.",Extreme Heat / Heatwaves
,Nganung super hinay sa internet??? Tungod sa uwan??? JAYFER ON TRIAL #ANDREServingLove #ASHTINENotGuilty #AMNSETV5Guilty,"Storms, Typhoons, and Wind Events"
,Appreciating the moment while worrying about the trend,Cold Weather / Temperature Drops
,i wonder how they survived the PH sports arena bc even locals like me were having a hard time with the heat (and ntm my tan is still here 3 months lol) https://t.co/hgohwJWG6k,Extreme Heat / Heatwaves
"Bangkok,thailand","RT @SaveChildrenPH: When typhoon #PepitoPH hit Sta. Teresita, Cagayan, Julius, a solo parent, risked everything to protect his children. W…","Storms, Typhoons, and Wind Events"
"Nasugbu, Calabarzon","@imthathumaan maambon pero di malakas ulan, very cozy ganon. highly recommended na magsama ng kacuddle HAHAHA","Storms, Typhoons, and Wind Events"
,"it's giviiing ganito pala sa Manila mainit, mausok, at puno ng polusyon https://t.co/J4VZvcIFNj",Pollution
"Cebu City, Central Visayas",@ayawkol98 wala nag uwan dira?,"Storms, Typhoons, and Wind Events"
,Habagat to bring more rain in parts of Luzon https://t.co/mRSIJNiF6Z,Extreme Heat / Heatwaves
,Hangin lang malakas pero dry yung air.,General Weather
"New Delhi, India","@sardesairajdeep Can’t agree more Rajdeep. Great weather, controlled pollution, best Infra, extremely welcoming people, progressing politicians. One concern is that the Sport Infra is not to the Scale required and would be a mammoth expense and task. We might need left red faced. NCR has that",Pollution
shining diamond life,ang lamig lods! ang hangin! 😮‍💨😮‍💨 https://t.co/I0zCsd9qFn,Cold Weather / Temperature Drops
,scaryy ang kulog at kidlat,"Storms, Typhoons, and Wind Events"
,RT @nikoalalouise: Grabeee ang init dito sa pinas 🫠🔥 GWENETH APULI dyan ka muna pls hahaha baliwin mo lng kami 🙉,Pollution
🇦🇺,"The Storm hasn't actually formed yet, there is a Low Pressure System, West of the Philippines in the South China Sea and is expected to grow and move N/W towards East #Hainan then on to Southern #Guangdong area in about 5 days from now The GFS modelling says a strong Typhoon","Storms, Typhoons, and Wind Events"
Republic of the Philippines,RT @iammitchpring15: @agot_isidro Pero sa bilyong flood control project at GAA insertions at paglipat ng Philhealth funds tahimik kayo? Hy…,"Storms, Typhoons, and Wind Events"
,"Strong winds all afternoon, feels like a storm is forming.",General Weather
Philippines,"The trough of the low pressure area (LPA) would bring cloudy skies with scattered rains over Batanes in the northernmost part of the Philippines, and the southwest monsoon (habagat) and the easterlies will bring scattered rains over the western section of Northern Luzon and the https://t.co/mHe5ItSwl9",Extreme Heat / Heatwaves
Makati City,"Malalakas na pag-ulan, asahan sa ilang bahagi ng Luzon dahil sa pinalakas na LPA at habagat —PAGASA https://t.co/1rKGXQGG3A","Storms, Typhoons, and Wind Events"
,"Weather feels weird today, sobrang tahimik ng langit pero parang uulan anytime.",General Weather
"Bruyères-Le-Chatel, France",🔔#Earthquake (#lindol) M3.1 strikes 168 km SE of #Mati (#Philippines) 12 min ago. More info: https://t.co/sLZs3WX7mM,Geological Events
,Malakas yung hangin pero clear yung sky.,General Weather
,"Hope it doesn�t rain later, may lakad pa naman.",General Weather
,Shoutout sa lahat ng first responders during floods. Real heroes ??,Coastal & Flooding Hazards
,Ambi'g init pero nibugnaw kalit ang hangin.,General Weather
,"Nung bata ako, di ganito ka wild yung panahon",General Weather
"Olongapo City, Central Luzon","RT @p0rnpi0: Happy Weekend. 🫶🏼 Ang gloomy ng weather, sarap mag cuddle maghapon. 😍 https://t.co/cAnXKpCWhm",Pollution
sa tabi tabi lang,"Its only june and im dying of the heat alr I dont think i can make it till aug I would gladly pick summer in ph than here,,,( ；´Д｀)",Extreme Heat / Heatwaves
"Kuala Lumpur, Malaysia.",DJ Southeast Asia Palm Oil Weather Jun 12 SOUTHEAST ASIA REGION: 72 hour forecast. Myanmar Highlights: Scattered showers. Thailand Highlights: Scattered showers. Vietnam Highlights: Scattered showers. Philippines Highlights: Isolated... https://t.co/c2I9tkYyQH,Extreme Heat / Heatwaves
,"@meralco @valenzuelacity tumawag nko, nagtxt nko pero d nmin alam ano oras babalik. 5pm pa walang power kahit wala kayong scheduled, sa lakas ng ulan kaninang 5pm, nawala power, dko alam bkit hindi nyo monitor","Storms, Typhoons, and Wind Events"
"Quezon City, Philippines","FFPs Update: Umabot na sa 84,768 kahon ng family food packs (FFPs) ang naipamahagi ng DSWD ngayong Biyernes, Hunyo 12, bilang bahagi ng agarang pagtugon sa mga naapektuhan ng malawakang pag-ulan, pagbaha, at pagguho ng lupa bunsod ng Intertropical Convergence Zone (ITCZ). https://t.co/1X1rPn8RiG","Storms, Typhoons, and Wind Events"
,"POV: You're Filipino and 22 degrees ""sobrang lamig na""",Cold Weather / Temperature Drops
,Contact your representatives. Demand better flood solutions!,Coastal & Flooding Hazards
"Quezon City, PHILIPPINES","Thunderstorm Advisory No. 10 #NCR_PRSD Issued at: 12:51 PM, 15 June 2025(Sunday) Moderate to heavy rainshowers with lightning and strong winds are expected over Bulacan, Quezon, Laguna, Cavite, Batangas, Metro Manila, Rizal, Zambales and Bataan within the next 2 hours. All are https://t.co/Eb2K6HHZ1A","Storms, Typhoons, and Wind Events"
,RT @ABSCBNNews: Mainit na panahon mararanasan sa weekend dahil sa monsoon break #WeatherPatrol https://t.co/VeN0jrHlSk,Extreme Heat / Heatwaves
trenches,ansarap matulog since anlamig ng weather,Cold Weather / Temperature Drops
"Manila, Philippines","JUST IN: Niyanig ng 4.5 magnitude na lindol ang karagatang bahagi ng Palimbang sa Sultan Kudarat kaninang 6:17 ng gabi ayon sa @phivolcs_dost, DZRH News https://t.co/fbErhlQA2w",Geological Events
"Manila, Philippines","𝗔𝗙𝗧𝗘𝗥𝗡𝗢𝗢𝗡 𝗧𝗛𝗨𝗡𝗗𝗘𝗥𝗦𝗧𝗢𝗥𝗠 ⛈️ Hanggang sa malalakas na pag-ulan na may kasamang mga kidlat at malakas na hangin ang inaasahan o kasalukuyang nararanasan sa iba't ibang lugar sa Metro Manila, Zambales, Tarlac, Pampanga, Bataan, Cavite, Bulacan, Rizal, Quezon, https://t.co/HpJCorowul",Pollution
switzerland,DIBA. kala ko nga babagyo. gulat ako ambon ambon lang si accla next day. SB19 LIVE IN BICOL @SB19Official #SB19 #BicolGoesLocoWithSB19 https://t.co/yaGpQgPM34,"Storms, Typhoons, and Wind Events"
Republic of the Philippines,"#𝐁𝐚𝐧𝐭𝐚𝐲𝐏𝐚𝐧𝐚𝐡𝐨𝐧: As of 1:53PM, @dost_pagasa, naglabas ng thunderstorm advisory na makakaapekto sa Laguna, Batangas, Rizal &amp; Metro Manila; katamtaman hanggang sa may kalakasang pag-ulan na may kasamang pagkulog at pagkidlat, asahan sa susunod na dalawang oras https://t.co/XurobocHoZ","Storms, Typhoons, and Wind Events"
Philippines,Ingat A'tin! Keep hydrated. Grabe heat index ngayon. SB19 LIVE IN BICOL @SB19Official #SB19 #GrupoDuplaInternacionaldoAno #SECAwards,Extreme Heat / Heatwaves
"Manila, Philippines","𝗠𝗘𝗧𝗥𝗢 𝗠𝗔𝗡𝗜𝗟𝗔: Buong araw makulimlim at may mga pabugsu-bugsong ulan pa rin ngayong Araw ng #Kalayaan2025, Hunyo 12, dulot ng #habagat. Huwag pong kalimutang magdala ng payong! ☂️ 🌧️ Inaasahang pabugsu-bugso ang mahina hanggang sa katamtaman at minsang malalakas na https://t.co/EAZUUxu83D",Extreme Heat / Heatwaves
,Sudden thunder with no rain�strange.,General Weather
"National Capital Region, Repub",@arielrojasPH Ayy nagbbreak dn pala un monsoon,"Storms, Typhoons, and Wind Events"
,Bakit di natin gawin yung ginawa ng Netherlands? Flood control system nila ang galing,Coastal & Flooding Hazards
P.A.R.,"Weekend Weather Forecast, June 14-15, 2025 Papasok na ang bansa sa monsoon break sa paghina at pag-atras ng Habagat kaya mainit na panahon ang iiral. May mga pag-ulan pa rin dahil sa thunderstorms sa Luzon at ITCZ sa Visayas at Mindanao. JABYU☔️ https://t.co/h5y10jPI2t","Storms, Typhoons, and Wind Events"
"Cebu City, Central Visayas","#altercebu #cebualter Bugnaw pa ang uwan, bugnaw pa ang aircon agoiii. Any gifted TOP within Guadalupe, Fuente, Capitol or Escario? Ali bugnaw au dri. Twink lean cutie Vb here . PM me",Cold Weather / Temperature Drops
kidapawan City,tugnaw man,Cold Weather / Temperature Drops
"Makati City, NCR, PH","RT @dzbb: #𝐁𝐚𝐧𝐭𝐚𝐲𝐏𝐚𝐧𝐚𝐡𝐨𝐧: As of 1:53PM, @dost_pagasa, naglabas ng thunderstorm advisory na makakaapekto sa Laguna, Batangas, Rizal &amp; Metro…","Storms, Typhoons, and Wind Events"
