word,language,sumvalue,weight,sentivalue
magparakayda,tagalog,Not Found,N/A,N/A
magparalisa,tagalog,-0.0809,0.570891,-0.570891
magparamdam,tagalog,-0.2691,0.548533,-0.048533
magparami,tagalog,-0.3935,0.533755,-0.033755
magparamit,tagalog,Not Found,N/A,N/A
magparangal,tagalog,-0.1518,0.562468,-0.062468
magparangalan,tagalog,Not Found,N/A,N/A
magparangya,tagalog,-0.3359,0.540598,0.540598
magparatang,tagalog,-0.2569,0.549983,-0.549983
magparating,tagalog,0.1859,0.602585,-0.102585
magparaya,tagalog,-0.1147,0.566875,0.566875
magpare,tagalog,-0.4469,0.527412,-0.027412
magparegalo,tagalog,Not Found,N/A,N/A
magpareha,tagalog,-0.1759,0.559605,-0.059605
magparehistro,tagalog,-0.1716,0.560116,-0.060116
magpareho,tagalog,0.1334,0.596348,-0.096348
magparepareha,tagalog,Not Found,N/A,N/A
magparetrato,tagalog,-0.041,0.575631,-0.075631
magpari,tagalog,-0.5894,0.510484,-0.010484
magparikit,tagalog,-0.293,0.545694,-0.045694
magparikonosi,tagalog,Not Found,N/A,N/A
magparinig,tagalog,-0.0073,0.579634,-0.079634
magparipa,tagalog,Not Found,N/A,N/A
magparis,tagalog,Not Found,N/A,N/A
magparti,tagalog,Not Found,N/A,N/A
magparumatdumat,tagalog,Not Found,N/A,N/A
magparumi,tagalog,Not Found,N/A,N/A
magparunggit,tagalog,Not Found,N/A,N/A
magparungis,tagalog,Not Found,N/A,N/A
magparusa,tagalog,-0.2929,0.545706,0.545706
magpasa,tagalog,-0.222,0.554129,-0.554129
magpasabi,tagalog,-0.2493,0.550886,-0.050886
magpasabik,tagalog,Not Found,N/A,N/A
magpasablay,tagalog,Not Found,N/A,N/A
magpasabog,tagalog,-0.3852,0.534741,-0.534741
magpasabot,cebuano,0.2111,0.290432,0.209568
magpasabot,cebuano,0.2111,0.290432,0.209568
magpasadya,tagalog,Not Found,N/A,N/A
magpasagana,tagalog,Not Found,N/A,N/A
magpasahod,tagalog,-0.4574,0.526164,-0.026164
magpasak,tagalog,Not Found,N/A,N/A
magpasak,tagalog,Not Found,N/A,N/A
magpasak,tagalog,Not Found,N/A,N/A
magpasakay,tagalog,0.0927,0.591513,-0.091513
magpasakit,tagalog,-0.0922,0.569548,-0.569548
magpasakit,tagalog,-0.0922,0.569548,-0.569548
magpasalamat,tagalog,0.16,0.599508,0.599508
magpasalimuot,tagalog,Not Found,N/A,N/A
magpasama,tagalog,-0.4365,0.528647,-0.528647
magpasama,tagalog,-0.4365,0.528647,-0.528647
magpasama ng loob,tagalog,Not Found,N/A,N/A
magpasampalataya,tagalog,-0.0656,0.572708,-0.072708
magpasan,tagalog,-0.0713,0.572031,-0.072031
magpasan sa likod,tagalog,Not Found,N/A,N/A
magpasandata,tagalog,Not Found,N/A,N/A
magpasang,tagalog,Not Found,N/A,N/A
magpasangguni,tagalog,Not Found,N/A,N/A
magpasangla,tagalog,Not Found,N/A,N/A
magpasarap,tagalog,-0.151,0.562563,-0.062563
magpasaring,tagalog,0.3218,0.618729,-0.118729
magpasariwa,tagalog,Not Found,N/A,N/A
magpasasa,tagalog,-0.0045,0.579966,0.579966
magpasawa,tagalog,Not Found,N/A,N/A
magpasawalanghanggan,tagalog,0.4281,0.631357,-0.131357
magpasawalanghanggan,tagalog,0.4281,0.631357,-0.131357
magpasaya,tagalog,0.3043,0.61665,0.61665
magpasayaw,tagalog,Not Found,N/A,N/A
magpasayawsayaw,tagalog,Not Found,N/A,N/A
magpaseguro,tagalog,-0.2567,0.550007,-0.050007
magpasibol,tagalog,Not Found,N/A,N/A
magpasigla,tagalog,-0.0935,0.569394,0.569394
magpasikat,cebuano,Not Found,N/A,N/A
magpasikat,tagalog,0.1827,0.602205,-0.102205
magpasikutsikot,tagalog,Not Found,N/A,N/A
magpasil,tagalog,Not Found,N/A,N/A
magpasimula,tagalog,0.305,0.616733,-0.116733
magpasinaya,tagalog,-0.3983,0.533185,-0.033185
magpasinga,tagalog,Not Found,N/A,N/A
magpasingaw,tagalog,Not Found,N/A,N/A
magpasintabi,tagalog,-0.1845,0.558583,-0.558583
magpasinungaling,tagalog,Not Found,N/A,N/A
magpasipara,tagalog,Not Found,N/A,N/A
magpasirkusirko,tagalog,Not Found,N/A,N/A
magpasiya,cebuano,Not Found,N/A,N/A
magpasiya,tagalog,0.375,0.625049,-0.125049
magpaskil,tagalog,0.0606,0.5877,-0.0877
magpasko,tagalog,-0.3392,0.540206,-0.040206
magpaskuhan,tagalog,Not Found,N/A,N/A
magpasobra,tagalog,-0.4091,0.531902,-0.031902
magpasok,tagalog,-0.0225,0.577828,-0.077828
magpaspas,tagalog,Not Found,N/A,N/A
magpaspasan,tagalog,Not Found,N/A,N/A
magpasta,tagalog,Not Found,N/A,N/A
magpasta ng ngipin,tagalog,Not Found,N/A,N/A
magpastol,tagalog,-0.3496,0.538971,-0.038971
magpasubali,tagalog,Not Found,N/A,N/A
magpasubuksubok,tagalog,Not Found,N/A,N/A
magpasugo,tagalog,Not Found,N/A,N/A
magpasuhol,tagalog,Not Found,N/A,N/A
magpasukob,tagalog,-0.5332,0.51716,-0.01716
magpasulingsuling,tagalog,Not Found,N/A,N/A
magpasulong,tagalog,Not Found,N/A,N/A
magpasulot,tagalog,Not Found,N/A,N/A
magpasunod,tagalog,0.0414,0.585419,-0.085419
magpasuraysuray,tagalog,Not Found,N/A,N/A
magpasuskribi,tagalog,Not Found,N/A,N/A
magpasuso,tagalog,-0.4279,0.529669,-0.029669
magpasuwelas,tagalog,Not Found,N/A,N/A
magpasuwerte,tagalog,Not Found,N/A,N/A
magpasyal,tagalog,0.2367,0.60862,0.60862
magpasyalpasyal,tagalog,Not Found,N/A,N/A
magpasyensya,tagalog,Not Found,N/A,N/A
magpataan,tagalog,Not Found,N/A,N/A
magpataas,tagalog,-0.1488,0.562824,0.562824
magpataba,tagalog,-0.4246,0.530061,-0.530061
magpatabang,tagalog,0.1733,0.601088,-0.601088
magpatag,tagalog,Not Found,N/A,N/A
magpatagal,tagalog,0.5327,0.643783,-0.643783
magpatagilid,tagalog,Not Found,N/A,N/A
magpatago,tagalog,Not Found,N/A,N/A
magpataguktok,tagalog,Not Found,N/A,N/A
magpatahan,tagalog,0.1616,0.599698,0.599698
magpatahi,tagalog,-0.0105,0.579254,-0.079254
magpatahimik,tagalog,0.5186,0.642108,0.642108
magpatak,tagalog,0.1483,0.598118,-0.098118
magpataka,tagalog,Not Found,N/A,N/A
magpatakas,tagalog,Not Found,N/A,N/A
magpatakbo,tagalog,0.07,0.588817,-0.088817
magpatakbutakbo,tagalog,Not Found,N/A,N/A
magpatala,tagalog,-0.1474,0.562991,-0.062991
magpatalas,tagalog,-0.0416,0.575559,-0.075559
magpatalastas,tagalog,-0.2652,0.548997,-0.048997
magpatalbog,tagalog,0.1004,0.592428,-0.092428
magpatalbugtalbog,tagalog,Not Found,N/A,N/A
magpatalo,tagalog,-0.1117,0.567232,-0.067232
magpatalos,tagalog,Not Found,N/A,N/A
magpataluntalon,tagalog,Not Found,N/A,N/A
magpatama,tagalog,0.5104,0.641134,-0.641134
magpatamis,tagalog,Not Found,N/A,N/A
magpatamlay,tagalog,Not Found,N/A,N/A
magpatanda,tagalog,Not Found,N/A,N/A
magpatanghal,tagalog,Not Found,N/A,N/A
magpatango,tagalog,Not Found,N/A,N/A
magpatanim,tagalog,-0.09,0.56981,-0.06981
magpatanong,tagalog,Not Found,N/A,N/A
magpatanyag,tagalog,Not Found,N/A,N/A
magpatao,tagalog,Not Found,N/A,N/A
magpatapang,tagalog,Not Found,N/A,N/A
magpatapat,tagalog,Not Found,N/A,N/A
magpatas,tagalog,Not Found,N/A,N/A
magpatatag,tagalog,0.2945,0.615486,-0.115486
magpatatu,tagalog,Not Found,N/A,N/A
magpataw,tagalog,0.843,0.680645,-0.680645
magpataw ng buwis,tagalog,Not Found,N/A,N/A
magpatawa,tagalog,0.1783,0.601682,-0.101682
magpatawad,tagalog,0.1154,0.59421,0.59421
magpatawad,tagalog,0.1154,0.59421,0.59421
magpatawag,tagalog,0.316,0.61804,-0.11804
magpataya,tagalog,Not Found,N/A,N/A
magpatayo,tagalog,0.4186,0.630228,-0.130228
magpatayungtayong,tagalog,Not Found,N/A,N/A
magpatayutayo,tagalog,Not Found,N/A,N/A
magpatibay,tagalog,0.2729,0.61292,0.61292
magpatibok,tagalog,Not Found,N/A,N/A
magpatibong,tagalog,Not Found,N/A,N/A
magpatibuhat sa,tagalog,Not Found,N/A,N/A
magpatigas,tagalog,-0.1801,0.559106,-0.559106
magpatigatig,tagalog,Not Found,N/A,N/A
magpatighaw,tagalog,Not Found,N/A,N/A
magpatigil,tagalog,0.3442,0.62139,-0.12139
magpatigiltigil,tagalog,Not Found,N/A,N/A
magpatihaya,tagalog,Not Found,N/A,N/A
magpatihulog,tagalog,0.0436,0.585681,-0.585681
magpatikad,tagalog,Not Found,N/A,N/A
magpatila,tagalog,-0.0446,0.575203,-0.075203
magpatiluhod,tagalog,Not Found,N/A,N/A
magpatimbang,tagalog,Not Found,N/A,N/A
magpatinda,tagalog,Not Found,N/A,N/A
magpatindi,tagalog,0.3789,0.625512,-0.125512
magpatingin sa doktor,tagalog,Not Found,N/A,N/A
magpatingkad,tagalog,Not Found,N/A,N/A
magpatinis,tagalog,Not Found,N/A,N/A
magpatino,tagalog,Not Found,N/A,N/A
magpatira,tagalog,-0.3198,0.542511,-0.042511
magpatirapa,tagalog,-0.1199,0.566258,-0.566258
magpatirik,tagalog,-0.0758,0.571496,-0.071496
magpatirintas,tagalog,Not Found,N/A,N/A
magpatisa,tagalog,Not Found,N/A,N/A
magpatistis,tagalog,Not Found,N/A,N/A
magpatiwakal,tagalog,-0.278,0.547476,-0.547476
magpatiwarik,tagalog,Not Found,N/A,N/A
magpatiwasay,tagalog,Not Found,N/A,N/A
magpatong,tagalog,0.304,0.616615,0.616615
magpatong ng singil,tagalog,Not Found,N/A,N/A
magpatotoo,tagalog,0.7761,0.672697,-0.172697
magpatrabaho,tagalog,Not Found,N/A,N/A
magpatrolya,tagalog,0.0427,0.585574,-0.085574
magpatsi,tagalog,Not Found,N/A,N/A
magpatubig,tagalog,-0.1445,0.563335,-0.063335
magpatubo,tagalog,-0.8291,0.482009,0.017991
magpatubo,tagalog,-0.8291,0.482009,0.017991
magpatubo nang labis,tagalog,Not Found,N/A,N/A
magpatubog,tagalog,Not Found,N/A,N/A
magpatugma,tagalog,Not Found,N/A,N/A
magpatugon,tagalog,Not Found,N/A,N/A
magpatugtog,tagalog,0.2553,0.610829,-0.110829
magpatuka,tagalog,-0.4832,0.5231,-0.0231
magpatukso,tagalog,-0.2454,0.551349,-0.051349
magpatula,tagalog,Not Found,N/A,N/A
magpatulin,cebuano,Not Found,N/A,N/A
magpatulin,tagalog,0.0754,0.589458,-0.089458
magpatulog,tagalog,0.0931,0.591561,-0.091561
magpatulong,tagalog,0.3388,0.620749,-0.120749
magpatuloy,tagalog,0.5931,0.650958,-0.150958
magpatuloy,tagalog,0.5931,0.650958,-0.150958
magpatumal,tagalog,Not Found,N/A,N/A
magpatumba,tagalog,-0.1872,0.558263,-0.558263
magpatunaw,tagalog,0.0241,0.583364,-0.083364
magpatunay,tagalog,0.6861,0.662006,0.662006
magpatupad,tagalog,0.2492,0.610105,-0.110105
magpaturing,tagalog,Not Found,N/A,N/A
magpaturo,tagalog,-0.0522,0.5743,-0.0743
magpaturok,tagalog,-0.0496,0.574609,-0.074609
magpatuwa,tagalog,Not Found,N/A,N/A
magpatuwang,tagalog,Not Found,N/A,N/A
magpatuyo,tagalog,-0.5717,0.512586,-0.012586
magpatuyot,tagalog,Not Found,N/A,N/A
magpaubaya,tagalog,0.051,0.58656,-0.08656
magpaudlot,tagalog,Not Found,N/A,N/A
magpaugat,tagalog,Not Found,N/A,N/A
magpaulan,tagalog,-0.6286,0.505827,-0.005827
magpaulap,tagalog,Not Found,N/A,N/A
magpaulikulik,tagalog,Not Found,N/A,N/A
magpaulo,tagalog,Not Found,N/A,N/A
magpaumanhin,cebuano,Not Found,N/A,N/A
magpaumanhin,tagalog,0.3232,0.618895,0.618895
magpaumbok,tagalog,Not Found,N/A,N/A
magpauna,tagalog,-0.0393,0.575832,0.575832
magpaunan,tagalog,Not Found,N/A,N/A
magpaunawa,tagalog,-0.2079,0.555804,-0.055804
magpaunlad,tagalog,-0.0631,0.573005,-0.573005
magpaunlak,tagalog,0.0842,0.590504,0.590504
magpaunti,tagalog,Not Found,N/A,N/A
magpaupa,tagalog,-0.2419,0.551765,-0.051765
magpaurong,tagalog,Not Found,N/A,N/A
magpausok,tagalog,-0.0984,0.568812,-0.568812
magpautalutal,tagalog,Not Found,N/A,N/A
magpautang,tagalog,-0.4544,0.526521,-0.026521
magpautayutay,tagalog,Not Found,N/A,N/A
magpauwi,tagalog,-0.4831,0.523111,-0.023111
magpawala ng pagasa,tagalog,Not Found,N/A,N/A
magpawalangbisa,tagalog,Not Found,N/A,N/A
magpawalanggana,tagalog,Not Found,N/A,N/A
magpawalanghalaga,tagalog,Not Found,N/A,N/A
magpawalangkabuluhan,tagalog,Not Found,N/A,N/A
magpawalangkarapatan,tagalog,Not Found,N/A,N/A
magpawalangmalay,tagalog,Not Found,N/A,N/A
magpawalangsala,tagalog,Not Found,N/A,N/A
magpawalangsaysay,tagalog,Not Found,N/A,N/A
magpawi,tagalog,Not Found,N/A,N/A
magpawis,tagalog,-0.7239,0.494506,0.005494
magpayagyag,tagalog,Not Found,N/A,N/A
magpayaman,tagalog,0.3813,0.625797,0.625797
magpayo,tagalog,0.6726,0.660402,-0.160402
magpayong,tagalog,-0.3759,0.535846,-0.035846
magpaypay,tagalog,-0.1149,0.566852,-0.066852
magpenitensiya,tagalog,0.0724,0.589102,-0.089102
magpenitensya,tagalog,Not Found,N/A,N/A
magpensiyon,tagalog,Not Found,N/A,N/A
magpensyon,tagalog,Not Found,N/A,N/A
magpiga,tagalog,0.1142,0.594067,-0.094067
magpigil,tagalog,0.8169,0.677544,-0.677544
magpigil sa sarili,tagalog,Not Found,N/A,N/A
magpiket,tagalog,-0.1012,0.568479,-0.568479
magpikit,tagalog,0.0857,0.590682,-0.590682
magpikitmata,tagalog,Not Found,N/A,N/A
magpiknik,tagalog,0.1095,0.593509,-0.093509
magpiko,tagalog,0.0371,0.584908,-0.584908
magpikpik,tagalog,Not Found,N/A,N/A
magpileges,tagalog,Not Found,N/A,N/A
magpili,tagalog,0.5906,0.650661,-0.650661
magpiling,tagalog,Not Found,N/A,N/A
magpilit,tagalog,0.53,0.643462,-0.643462
magpilosopo,tagalog,Not Found,N/A,N/A
magpindong,tagalog,Not Found,N/A,N/A
magpingga,tagalog,Not Found,N/A,N/A
magpingki,tagalog,Not Found,N/A,N/A
magpingpong,tagalog,Not Found,N/A,N/A
magpinid,tagalog,-0.2986,0.545029,-0.045029
magpinsar,cebuano,Not Found,N/A,N/A
magpinta,tagalog,-0.4781,0.523705,-0.023705
magpinta nang pakulapol,tagalog,Not Found,N/A,N/A
magpintura,tagalog,-0.4224,0.530322,-0.030322
magpipa,tagalog,Not Found,N/A,N/A
magpipirma,cebuano,Not Found,N/A,N/A
magpipis,tagalog,Not Found,N/A,N/A
magpirapiraso,tagalog,Not Found,N/A,N/A
magpiratpirat,cebuano,Not Found,N/A,N/A
magpiring,tagalog,Not Found,N/A,N/A
magpirmahan,tagalog,0.344,0.621366,-0.121366
magpirme,tagalog,Not Found,N/A,N/A
magpirmi,tagalog,Not Found,N/A,N/A
magpisan,tagalog,0.0131,0.582057,-0.082057
magpison,tagalog,Not Found,N/A,N/A
magpista,tagalog,0.065,0.588223,-0.088223
magpitisyon,tagalog,Not Found,N/A,N/A
magpiyansa,tagalog,-0.3286,0.541465,0.541465
magplag,tagalog,Not Found,N/A,N/A
magplano,tagalog,0.6377,0.656256,-0.156256
magplantsa,tagalog,-0.288,0.546288,-0.046288
magpokus,tagalog,0.8342,0.679599,-0.179599
magpolbo,tagalog,Not Found,N/A,N/A
magpomento,tagalog,Not Found,N/A,N/A
magpormal,tagalog,Not Found,N/A,N/A
magposas,tagalog,Not Found,N/A,N/A
magpraktis,tagalog,0.738,0.668171,-0.168171
magpreno,tagalog,-0.8812,0.475819,0.024181
magpreserba,tagalog,0.1326,0.596253,-0.096253
magpresinta,cebuano,Not Found,N/A,N/A
magpresupuwesto,tagalog,Not Found,N/A,N/A
magpresyo,tagalog,-0.3936,0.533744,-0.033744
magprimerakomunyon,tagalog,Not Found,N/A,N/A
magprisinta,tagalog,0.4967,0.639506,-0.639506
magprisinta,tagalog,0.4967,0.639506,-0.639506
magprito,tagalog,-0.4303,0.529384,-0.029384
magproklama,tagalog,-0.1045,0.568087,-0.068087
magpropesa,tagalog,Not Found,N/A,N/A
magprueba,tagalog,Not Found,N/A,N/A
magpuasa,cebuano,0.4228,0.301466,0.198534
magpugad,tagalog,Not Found,N/A,N/A
magpugal,tagalog,Not Found,N/A,N/A
magpugay,tagalog,-0.0602,0.57335,-0.07335
magpugong,cebuano,Not Found,N/A,N/A
magpukol,tagalog,0.2373,0.608691,-0.108691
magpukyot,tagalog,Not Found,N/A,N/A
magpulbo,tagalog,Not Found,N/A,N/A
magpulbos,tagalog,-0.2993,0.544946,-0.044946
magpulipuli,cebuano,Not Found,N/A,N/A
magpulipuli,cebuano,Not Found,N/A,N/A
magpulong,tagalog,0.2581,0.611162,-0.111162
magpulos,cebuano,0.5778,0.309544,0.309544
magpulotgata,tagalog,Not Found,N/A,N/A
magpulubi,tagalog,Not Found,N/A,N/A
magpulupot,tagalog,Not Found,N/A,N/A
magpulutgata,tagalog,Not Found,N/A,N/A
magpumento,tagalog,Not Found,N/A,N/A
magpumiglas,tagalog,-0.2786,0.547405,-0.547405
magpumilit,tagalog,0.5907,0.650673,-0.650673
magpumpiyang,tagalog,Not Found,N/A,N/A
magpunas,tagalog,-0.5203,0.518692,-0.518692
magpundar,tagalog,-0.1071,0.567778,-0.067778
magpungka,tagalog,Not Found,N/A,N/A
magpungos,tagalog,Not Found,N/A,N/A
magpunla,tagalog,-0.3099,0.543687,-0.043687
magpuno,tagalog,-0.1446,0.563323,-0.063323
magpuno,tagalog,-0.1446,0.563323,-0.063323
magpunta,tagalog,0.0229,0.583221,-0.083221
magpuntablangko,tagalog,Not Found,N/A,N/A
magpunyagi,tagalog,0.4494,0.633887,-0.633887
magpupot,tagalog,Not Found,N/A,N/A
magpuprutas,tagalog,Not Found,N/A,N/A
magpupuhal,cebuano,Not Found,N/A,N/A
magpupuhal,cebuano,Not Found,N/A,N/A
magpupuypoy,cebuano,Not Found,N/A,N/A
magpurga,tagalog,-0.2894,0.546122,-0.046122
magpuri,tagalog,0.6163,0.653714,0.653714
magpurihan,tagalog,Not Found,N/A,N/A
magpusa,tagalog,Not Found,N/A,N/A
magpusod,tagalog,Not Found,N/A,N/A
magpustahan,tagalog,-0.276,0.547714,-0.047714
magpustura,tagalog,Not Found,N/A,N/A
magputahe,tagalog,Not Found,N/A,N/A
magputat,tagalog,Not Found,N/A,N/A
magputik,tagalog,-0.227,0.553535,-0.553535
magputo,tagalog,Not Found,N/A,N/A
magputok,tagalog,-0.6937,0.498093,-0.498093
magputol,tagalog,-0.5633,0.513584,-0.013584
magputong,tagalog,Not Found,N/A,N/A
magputukan,tagalog,-0.2748,0.547856,-0.047856
magputulputol,tagalog,Not Found,N/A,N/A
magpuwesto,tagalog,Not Found,N/A,N/A
magpuyat,tagalog,-0.2665,0.548842,-0.048842
magpuyos,tagalog,-0.2027,0.556421,-0.556421
magr,cebuano,Not Found,N/A,N/A
magrarasyon,tagalog,Not Found,N/A,N/A
magrasa,tagalog,Not Found,N/A,N/A
magrasyon,tagalog,0.0216,0.583067,-0.083067
magraya,tagalog,Not Found,N/A,N/A
magrebelde,tagalog,0.2367,0.60862,-0.10862
magrebisa,tagalog,0.2026,0.604569,-0.104569
magrebolusyon,tagalog,0.0851,0.59061,-0.09061
magregalo,tagalog,-0.1207,0.566163,-0.066163
magrehas,tagalog,Not Found,N/A,N/A
magrehistro,tagalog,0.2167,0.606244,-0.106244
magrekado,tagalog,Not Found,N/A,N/A
magrekisa,tagalog,Not Found,N/A,N/A
magreklamo,tagalog,0.3671,0.624111,-0.624111
magrekomenda,tagalog,0.2721,0.612825,0.612825
magrekord,tagalog,0.622,0.654391,-0.154391
magrekorida,tagalog,Not Found,N/A,N/A
magrekreo,tagalog,Not Found,N/A,N/A
magrelyeno,tagalog,Not Found,N/A,N/A
magremedyo,tagalog,Not Found,N/A,N/A
magrepaso,tagalog,0.1155,0.594222,0.594222
magreperi,tagalog,Not Found,N/A,N/A
magreporma,tagalog,-0.2162,0.554818,0.554818
magreport,tagalog,-0.1342,0.564559,-0.564559
magreserba,tagalog,0.4749,0.636917,-0.136917
magreseta,tagalog,-0.0375,0.576046,-0.076046
magresibo,tagalog,Not Found,N/A,N/A
magretiro,tagalog,-0.8449,0.480132,0.480132
magretoke,tagalog,Not Found,N/A,N/A
magretratuhan,tagalog,Not Found,N/A,N/A
magreyna,tagalog,0.3086,0.617161,-0.117161
magrikonosi,tagalog,Not Found,N/A,N/A
magrima,tagalog,Not Found,N/A,N/A
magrimatse,tagalog,Not Found,N/A,N/A
magripa,tagalog,Not Found,N/A,N/A
magrosaryo,tagalog,0.03,0.584065,-0.084065
magroskas,tagalog,Not Found,N/A,N/A
magruta,tagalog,Not Found,N/A,N/A
magsaad,tagalog,0.6462,0.657266,-0.157266
magsaalangalang,tagalog,Not Found,N/A,N/A
magsaayos,tagalog,0.4942,0.639209,0.639209
magsabansa,tagalog,Not Found,N/A,N/A
magsabatas,tagalog,0.411,0.629326,-0.129326
magsabaw,tagalog,-0.2938,0.545599,-0.045599
magsabay,tagalog,0.5832,0.649782,-0.149782
magsabaysabay,tagalog,Not Found,N/A,N/A
magsabi,tagalog,0.1138,0.59402,-0.59402
magsabit,tagalog,-0.2074,0.555863,-0.555863
magsabog,tagalog,-0.2903,0.546015,-0.046015
magsabon,tagalog,-0.989,0.463013,0.036987
magsabon,tagalog,-0.989,0.463013,0.036987
magsabong,tagalog,-0.1549,0.5621,-0.0621
magsabote,tagalog,Not Found,N/A,N/A
magsaboy,tagalog,0.138,0.596895,-0.596895
magsabula,tagalog,Not Found,N/A,N/A
magsabunutan,tagalog,0.1893,0.602989,-0.102989
magsabuwatan,tagalog,Not Found,N/A,N/A
magsabuyan,tagalog,Not Found,N/A,N/A
magsabwatan,tagalog,0.1313,0.596099,-0.596099
magsadsad,tagalog,Not Found,N/A,N/A
magsadula,tagalog,0.6433,0.656922,-0.156922
magsadya,tagalog,0.291,0.61507,-0.11507
magsagad,tagalog,Not Found,N/A,N/A
magsagansan,tagalog,Not Found,N/A,N/A
magsagawa,cebuano,Not Found,N/A,N/A
magsagawa,tagalog,1.1285,0.714561,-0.714561
magsagka,tagalog,Not Found,N/A,N/A
magsagupa,tagalog,0.0514,0.586607,-0.086607
magsagupaan,tagalog,-0.0975,0.568919,-0.568919
magsagutan,tagalog,0.377,0.625287,-0.125287
magsahig,tagalog,Not Found,N/A,N/A
magsahog,tagalog,Not Found,N/A,N/A
magsaid,tagalog,Not Found,N/A,N/A
magsaing,tagalog,-0.2513,0.550648,-0.550648
magsaisangtabi,tagalog,Not Found,N/A,N/A
magsaisip,tagalog,Not Found,N/A,N/A
magsaka,tagalog,-0.4592,0.525951,-0.025951
magsakal,tagalog,Not Found,N/A,N/A
magsakalansay,tagalog,Not Found,N/A,N/A
magsakate,tagalog,Not Found,N/A,N/A
magsakay,tagalog,-0.0126,0.579004,-0.079004
magsakayan,tagalog,Not Found,N/A,N/A
magsakdal,tagalog,0.4468,0.633578,-0.633578
magsakdalan,tagalog,Not Found,N/A,N/A
magsakit,tagalog,Not Found,N/A,N/A
magsaklob,tagalog,Not Found,N/A,N/A
magsako,tagalog,Not Found,N/A,N/A
magsakol,tagalog,Not Found,N/A,N/A
magsakripisyo,tagalog,0.5532,0.646218,-0.146218
magsakristan,tagalog,0.0718,0.589031,-0.089031
magsaksak,tagalog,-0.0133,0.578921,-0.578921
magsaksak,tagalog,-0.0133,0.578921,-0.578921
magsaksakan,tagalog,-0.1027,0.568301,-0.568301
magsala,tagalog,-0.0998,0.568645,-0.068645
magsalab,tagalog,Not Found,N/A,N/A
magsalabat,tagalog,Not Found,N/A,N/A
magsalabsab,tagalog,Not Found,N/A,N/A
magsalakot,tagalog,Not Found,N/A,N/A
magsalalay,tagalog,Not Found,N/A,N/A
magsalalay,tagalog,Not Found,N/A,N/A
magsalamangka,tagalog,Not Found,N/A,N/A
magsalamin,tagalog,0.0717,0.589019,-0.089019
magsalang,tagalog,-0.0104,0.579266,-0.079266
magsalansan,tagalog,-0.1522,0.562421,0.562421
magsalapid,tagalog,Not Found,N/A,N/A
magsalasala,tagalog,Not Found,N/A,N/A
magsalasalabat,tagalog,Not Found,N/A,N/A
magsalat,tagalog,Not Found,N/A,N/A
magsalata,tagalog,Not Found,N/A,N/A
magsalaula,tagalog,Not Found,N/A,N/A
magsalawahan,tagalog,Not Found,N/A,N/A
magsalawal,tagalog,Not Found,N/A,N/A
magsalaysay,tagalog,0.4997,0.639863,-0.139863
magsali,tagalog,0.2614,0.611554,-0.111554
magsalig,cebuano,0.1332,0.286372,0.286372
magsalig,cebuano,0.1332,0.286372,0.286372
magsalig,tagalog,Not Found,N/A,N/A
magsalihan,tagalog,Not Found,N/A,N/A
magsalikop,tagalog,0.0905,0.591252,-0.091252
magsaliksik,tagalog,0.6706,0.660165,-0.160165
magsalimuot,tagalog,Not Found,N/A,N/A
magsalin,tagalog,0.1373,0.596812,-0.096812
magsalin,tagalog,0.1373,0.596812,-0.096812
magsalin,tagalog,0.1373,0.596812,-0.096812
magsalin ng dugo,tagalog,Not Found,N/A,N/A
magsalisi,tagalog,Not Found,N/A,N/A
magsalisihan,tagalog,Not Found,N/A,N/A
magsalit,tagalog,0.4805,0.637582,-0.137582
magsalita,tagalog,-0.019,0.578244,-0.078244
magsalita nang haluhalo,tagalog,Not Found,N/A,N/A
magsalita nang masama,tagalog,Not Found,N/A,N/A
magsalita nang pahumal,tagalog,Not Found,N/A,N/A
magsalitan,tagalog,Not Found,N/A,N/A
magsaliw,tagalog,0.3184,0.618325,-0.118325
magsaliwa,tagalog,Not Found,N/A,N/A
magsalo,tagalog,-0.1305,0.564998,0.564998
magsalong,tagalog,Not Found,N/A,N/A
magsalsal,tagalog,0.3344,0.620226,-0.120226
magsalubong,tagalog,-0.3436,0.539683,-0.039683
magsaluduhan,tagalog,Not Found,N/A,N/A
magsaluhan ng bola,tagalog,Not Found,N/A,N/A
magsalungguhit,tagalog,Not Found,N/A,N/A
magsama,cebuano,Not Found,N/A,N/A
magsama,tagalog,0.9381,0.691942,-0.191942
magsamahan,tagalog,Not Found,N/A,N/A
magsamantala,tagalog,0.3905,0.62689,0.62689
magsamasama,tagalog,0.3461,0.621616,-0.121616
magsamasamang muli,tagalog,Not Found,N/A,N/A
magsambulat,tagalog,Not Found,N/A,N/A
magsampay,tagalog,0.0332,0.584445,-0.584445
magsanaw,tagalog,Not Found,N/A,N/A
magsanay,tagalog,1.1385,0.715749,-0.215749
magsandalan,tagalog,Not Found,N/A,N/A
magsandata,tagalog,0.3143,0.617838,-0.117838
magsanga,tagalog,0.0896,0.591145,-0.091145
magsangag,tagalog,Not Found,N/A,N/A
magsangalanngama,tagalog,Not Found,N/A,N/A
magsangasanga,tagalog,Not Found,N/A,N/A
magsanggalang,tagalog,0.222,0.606873,0.606873
magsangkalan,tagalog,Not Found,N/A,N/A
magsangkap,tagalog,Not Found,N/A,N/A
magsangkot,tagalog,0.552,0.646076,-0.646076
